itemid	abstractid	name	品质	icon	icon灰	类型	叠加数量	物品描述	等级	商店价格	回收价格	回购价格	姓名	国家	将卡类型	picture	升级材料	升级材料数量	升级材料magicid	升级所得物品	升级价格	人物等级	脚本	miniicon	委任技能icon	最高倍率	通告	TAB_VERSION
9926		吕范	6	UI_Mini_LvFan.img		6	1	提高牧场的马匹产量		0	30000	30000	UI_Info_LvFan.img	2	2	UI_Img_LvFan.img	4200|4201|4204	80|80|50	0|0|0	9927	200000			UI_Mini_LvFan.img	UI_Info_LvFan.img	8	-1	
9927		吕范	7	UI_Mini_LvFan.img		6	1	提高牧场的马匹产量		0	35000	35000	UI_Info_LvFan.img	2	2	UI_Img_LvFan.img	4200|4201|4205	240|240|160	0|0|0	9928	1000000			UI_Mini_LvFan.img	UI_Info_LvFan.img	8	-1	
9928		吕范	8	UI_Mini_LvFan.img		6	1	提高牧场的马匹产量		0	40000	40000	UI_Info_LvFan.img	2	2	UI_Img_LvFan.img	4200|4201|4206	255|255|200	0|0|0	9929	4000000			UI_Mini_LvFan.img	UI_Info_LvFan.img	8	-1	
9929		吕范	9	UI_Mini_LvFan.img		6	1	提高牧场的马匹产量		0	45000	45000	UI_Info_LvFan.img	2	2	UI_Img_LvFan.img	3				2000			UI_Mini_LvFan.img	UI_Info_LvFan.img	8	-1	
9930		骆统	0	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		200	100	100	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	3			9931	2000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	0	
9931		骆统	1	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		800	380	380	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	3			9932	2000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	0	
9932		骆统	2	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		3200	1500	1500	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	3			9933	2000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	0	
9933		骆统	3	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		12800	5000	5000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	3			9934	2000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	2	
9934		骆统	4	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		51200	20000	20000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	4200|4201|4202	5|5|10	0|0|0	9935	20000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9935		骆统	5	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		0	25000	25000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	4200|4201|4203	20|20|20	0|0|0	9936	50000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9936		骆统	6	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		0	30000	30000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	4200|4201|4204	80|80|50	0|0|0	9937	200000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9937		骆统	7	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		0	35000	35000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	4200|4201|4205	240|240|160	0|0|0	9938	1000000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9938		骆统	8	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		0	40000	40000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	4200|4201|4206	255|255|200	0|0|0	9939	4000000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9939		骆统	9	UI_Mini_LuoTong.img		6	1	提高林地的木材产量		0	45000	45000	UI_Info_LuoTong.img	2	2	UI_Img_LuoTong.img	3				2000			UI_Mini_LuoTong.img	UI_Info_LuoTong.img	8	-1	
9940	27440	吾粲	0	UI_Mini_WuCan.img		6	1			200	100	100	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	3			9941	2000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	0	
9941	27441	吾粲	1	UI_Mini_WuCan.img		6	1			800	380	380	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	3			9942	2000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	0	
9942	27442	吾粲	2	UI_Mini_WuCan.img		6	1			3200	1500	1500	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	3			9943	2000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	0	
9943	27443	吾粲	3	UI_Mini_WuCan.img		6	1			12800	5000	5000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	3			9944	2000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	2	
9944	27444	吾粲	4	UI_Mini_WuCan.img		6	1			51200	20000	20000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	4200|4201|4202	5|5|10	0|0|0	9945	20000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9945	27444	吾粲	5	UI_Mini_WuCan.img		6	1			0	25000	25000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	4200|4201|4203	20|20|20	0|0|0	9946	50000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9946	27444	吾粲	6	UI_Mini_WuCan.img		6	1			0	30000	30000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	4200|4201|4204	80|80|50	0|0|0	9947	200000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9947	27444	吾粲	7	UI_Mini_WuCan.img		6	1			0	35000	35000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	4200|4201|4205	240|240|160	0|0|0	9948	1000000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9948	27444	吾粲	8	UI_Mini_WuCan.img		6	1			0	40000	40000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	4200|4201|4206	255|255|200	0|0|0	9949	4000000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9949	27444	吾粲	9	UI_Mini_WuCan.img		6	1			0	45000	45000	UI_Info_WuCan.img	20	1	UI_Img_WuCan.img	3				2000			UI_Mini_WuCan.img	UI_Info_WuCan.img	8	-1	
9950		周鲂	0	UI_Mini_ZhouFang.img		6	1	提高矿山的铁矿产量		200	100	100	UI_Info_ZhouFang.img	20	2	UI_Img_ZhouFang.img	3			9951	2000			UI_Mini_ZhouFang.img	UI_Info_ZhouFang.img	8	0	
9951		周鲂	1	UI_Mini_ZhouFang.img		6	1	提高矿山的铁矿产量		800	380	380	UI_Info_ZhouFang.img	20	2	UI_Img_ZhouFang.img	3			9952	2000			UI_Mini_ZhouFang.img	UI_Info_ZhouFang.img	8	0	
9952		周鲂	2	UI_Mini_ZhouFang.img		6	1	提高矿山的铁矿产量		3200	1500	1500	UI_Info_ZhouFang.img	20	2	UI_Img_ZhouFang.img	3			9953	2000			UI_Mini_ZhouFang.img	UI_Info_ZhouFang.img	8	0	
9953		周鲂	3	UI_Mini_ZhouFang.img		6	1	提高矿山的铁矿产量		12800	5000	5000	UI_Info_ZhouFang.img	20	2	UI_Img_ZhouFang.img	3			9954	2000			UI_Mini_ZhouFang.img	UI_Info_ZhouFang.img	8	2	
9954		周鲂	4	UI_Mini_ZhouFang.img		6	1	提高矿山的铁矿产量		51200	20000	20000	UI_Info_ZhouFang.img	20	2	UI_Img_ZhouFang.img	3				2000			UI_Mini_ZhouFang.img	UI_Info_ZhouFang.img	8	-1	
9960	27460	孟宗	0	UI_Mini_MengZong.img		6	1			200	100	100	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	3			9961	2000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	0	
9961	27461	孟宗	1	UI_Mini_MengZong.img		6	1			800	380	380	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	3			9962	2000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	0	
9962	27462	孟宗	2	UI_Mini_MengZong.img		6	1			3200	1500	1500	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	3			9963	2000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	0	
9963	27463	孟宗	3	UI_Mini_MengZong.img		6	1			12800	5000	5000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	3			9964	2000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	2	
9964	27464	孟宗	4	UI_Mini_MengZong.img		6	1			51200	20000	20000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	4200|4201|4202	5|5|10	0|0|0	9965	20000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9965	27464	孟宗	5	UI_Mini_MengZong.img		6	1			0	25000	25000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	4200|4201|4203	20|20|20	0|0|0	9966	50000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9966	27464	孟宗	6	UI_Mini_MengZong.img		6	1			0	30000	30000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	4200|4201|4204	80|80|50	0|0|0	9967	200000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9967	27464	孟宗	7	UI_Mini_MengZong.img		6	1			0	35000	35000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	4200|4201|4205	240|240|160	0|0|0	9968	1000000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9968	27464	孟宗	8	UI_Mini_MengZong.img		6	1			0	40000	40000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	4200|4201|4206	255|255|200	0|0|0	9969	4000000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9969	27464	孟宗	9	UI_Mini_MengZong.img		6	1			0	45000	45000	UI_Info_MengZong.img	20	1	UI_Img_MengZong.img	3				2000			UI_Mini_MengZong.img	UI_Info_MengZong.img	8	-1	
9980		严畯	0	UI_Mini_YanJun.img		6	1	降低征兵CD		200	100	100	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	3			9981	2000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	0	
9981		严畯	1	UI_Mini_YanJun.img		6	1	降低征兵CD		800	380	380	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	3			9982	2000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	0	
9982		严畯	2	UI_Mini_YanJun.img		6	1	降低征兵CD		3200	1500	1500	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	3			9983	2000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	0	
9983		严畯	3	UI_Mini_YanJun.img		6	1	降低征兵CD		12800	5000	5000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	3			9984	2000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	2	
9984		严畯	4	UI_Mini_YanJun.img		6	1	降低征兵CD		51200	20000	20000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	4200|4201|4202	5|5|10	0|0|0	9985	20000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9985		严畯	5	UI_Mini_YanJun.img		6	1	降低征兵CD		0	25000	25000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	4200|4201|4203	20|20|20	0|0|0	9986	50000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9986		严畯	6	UI_Mini_YanJun.img		6	1	降低征兵CD		0	30000	30000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	4200|4201|4204	80|80|50	0|0|0	9987	200000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9987		严畯	7	UI_Mini_YanJun.img		6	1	降低征兵CD		0	35000	35000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	4200|4201|4205	240|240|160	0|0|0	9988	1000000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9988		严畯	8	UI_Mini_YanJun.img		6	1	降低征兵CD		0	40000	40000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	4200|4201|4206	255|255|200	0|0|0	9989	4000000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9989		严畯	9	UI_Mini_YanJun.img		6	1	降低征兵CD		0	45000	45000	UI_Info_YanJun.img	2	2	UI_Img_YanJun.img	3				2000			UI_Mini_YanJun.img	UI_Info_YanJun.img	8	-1	
9990	27490	大乔	0	UI_Mini_DaQiao.img		6	1			200	100	100	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	3			9991	2000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	0	
9991	27491	大乔	1	UI_Mini_DaQiao.img		6	1			800	380	380	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	3			9992	2000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	0	
9992	27492	大乔	2	UI_Mini_DaQiao.img		6	1			3200	1500	1500	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	3			9993	2000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	0	
9993	27493	大乔	3	UI_Mini_DaQiao.img		6	1			12800	5000	5000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	3			9994	2000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	2	
9994	27494	大乔	4	UI_Mini_DaQiao.img		6	1			51200	20000	20000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	4200|4201|4202	5|5|10	0|0|0	9995	20000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
9995	27495	大乔	5	UI_Mini_DaQiao.img		6	1			0	25000	25000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	4200|4201|4203	20|20|20	0|0|0	9996	50000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
9996	27496	大乔	6	UI_Mini_DaQiao.img		6	1			0	30000	30000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	4200|4201|4204	80|80|50	0|0|0	9997	200000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
9997	27497	大乔	7	UI_Mini_DaQiao.img		6	1			0	35000	35000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	4200|4201|4205	240|240|160	0|0|0	9998	1000000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
9998	27498	大乔	8	UI_Mini_DaQiao.img		6	1			0	40000	40000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	4200|4201|4206	255|255|200	0|0|0	9999	4000000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
9999	27499	大乔	9	UI_Mini_DaQiao.img		6	1			0	45000	45000	UI_Info_DaQiao.img	12	1	UI_Img_DaQiao.img	3				2000			UI_Mini_DaQiao.img	UI_Info_DaQiao.img	8	-1	
10000	27500	小乔	0	UI_Mini_XiaoQiao.img		6	1			200	100	100	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	3			10001	2000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	0	
10001	27501	小乔	1	UI_Mini_XiaoQiao.img		6	1			800	380	380	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	3			10002	2000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	0	
10002	27502	小乔	2	UI_Mini_XiaoQiao.img		6	1			3200	1500	1500	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	3			10003	2000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	0	
10003	27503	小乔	3	UI_Mini_XiaoQiao.img		6	1			12800	5000	5000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	3			10004	2000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	2	
10004	27504	小乔	4	UI_Mini_XiaoQiao.img		6	1			51200	20000	20000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	4200|4201|4202	5|5|10	0|0|0	10005	20000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10005	27505	小乔	5	UI_Mini_XiaoQiao.img		6	1			0	25000	25000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	4200|4201|4203	20|20|20	0|0|0	10006	50000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10006	27506	小乔	6	UI_Mini_XiaoQiao.img		6	1			0	30000	30000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	4200|4201|4204	80|80|50	0|0|0	10007	200000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10007	27507	小乔	7	UI_Mini_XiaoQiao.img		6	1			0	35000	35000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	4200|4201|4205	240|240|160	0|0|0	10008	1000000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10008	27508	小乔	8	UI_Mini_XiaoQiao.img		6	1			0	40000	40000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	4200|4201|4206	255|255|200	0|0|0	10009	4000000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10009	27509	小乔	9	UI_Mini_XiaoQiao.img		6	1			0	45000	45000	UI_Info_XiaoQiao.img	12	1	UI_Img_XiaoQiao.img	3				2000			UI_Mini_XiaoQiao.img	UI_Info_XiaoQiao.img	8	-1	
10010	28000	吕布	0	UI_Mini_LvBu.img		6	1			200	100	100	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	3			10011	2000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	0	
10011	28001	吕布	1	UI_Mini_LvBu.img		6	1			800	380	380	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	3			10012	2000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	0	
10012	28002	吕布	2	UI_Mini_LvBu.img		6	1			3200	1500	1500	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	3			10013	2000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	0	
10013	28003	吕布	3	UI_Mini_LvBu.img		6	1			12800	5000	5000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	3			10014	2000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	2	
10014	28004	吕布	4	UI_Mini_LvBu.img		6	1			51200	20000	20000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	4200|4201|4202	5|5|10	0|0|0	10015	20000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10015	28005	吕布	5	UI_Mini_LvBu.img		6	1			0	25000	25000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	4200|4201|4203	20|20|20	0|0|0	10016	50000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10016	28006	吕布	6	UI_Mini_LvBu.img		6	1			0	30000	30000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	4200|4201|4204	80|80|50	0|0|0	10017	200000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10017	28007	吕布	7	UI_Mini_LvBu.img		6	1			0	35000	35000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	4200|4201|4205	240|240|160	0|0|0	10018	1000000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10018	28008	吕布	8	UI_Mini_LvBu.img		6	1			0	40000	40000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	4200|4201|4206	255|255|200	0|0|0	10019	4000000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10019	28009	吕布	9	UI_Mini_LvBu.img		6	1			0	45000	45000	UI_Info_LvBu.img	2	0	UI_Img_LvBu.img	3				2000			UI_Mini_LvBu.img	UI_Info_LvBu.img	8	-1	
10020	28010	高顺	0	UI_Mini_GaoShun.img		6	1			200	100	100	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	3			10021	2000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	0	
10021	28011	高顺	1	UI_Mini_GaoShun.img		6	1			800	380	380	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	3			10022	2000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	0	
10022	28012	高顺	2	UI_Mini_GaoShun.img		6	1			3200	1500	1500	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	3			10023	2000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	0	
10023	28013	高顺	3	UI_Mini_GaoShun.img		6	1			12800	5000	5000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	3			10024	2000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	2	
10024	28014	高顺	4	UI_Mini_GaoShun.img		6	1			51200	20000	20000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	4200|4201|4202	5|5|10	0|0|0	10025	20000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10025	28015	高顺	5	UI_Mini_GaoShun.img		6	1			0	25000	25000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	4200|4201|4203	20|20|20	0|0|0	10026	50000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10026	28016	高顺	6	UI_Mini_GaoShun.img		6	1			0	30000	30000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	4200|4201|4204	80|80|50	0|0|0	10027	200000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10027	28017	高顺	7	UI_Mini_GaoShun.img		6	1			0	35000	35000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	4200|4201|4205	240|240|160	0|0|0	10028	1000000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10028	28018	高顺	8	UI_Mini_GaoShun.img		6	1			0	40000	40000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	4200|4201|4206	255|255|200	0|0|0	10029	4000000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10029	28019	高顺	9	UI_Mini_GaoShun.img		6	1			0	45000	45000	UI_Info_GaoShun.img	2	1	UI_Img_GaoShun.img	3				2000			UI_Mini_GaoShun.img	UI_Info_GaoShun.img	8	-1	
10030	28030	董卓	0	UI_Mini_DongZhuo.img		6	1			200	100	100	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	3			10031	2000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	0	
10031	28031	董卓	1	UI_Mini_DongZhuo.img		6	1			800	380	380	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	3			10032	2000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	0	
10032	28032	董卓	2	UI_Mini_DongZhuo.img		6	1			3200	1500	1500	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	3			10033	2000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	0	
10033	28033	董卓	3	UI_Mini_DongZhuo.img		6	1			12800	5000	5000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	3			10034	2000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	2	
10034	28034	董卓	4	UI_Mini_DongZhuo.img		6	1			51200	20000	20000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	4200|4201|4202	5|5|10	0|0|0	10035	20000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10035	28035	董卓	5	UI_Mini_DongZhuo.img		6	1			0	25000	25000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	4200|4201|4203	20|20|20	0|0|0	10036	50000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10036	28036	董卓	6	UI_Mini_DongZhuo.img		6	1			0	30000	30000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	4200|4201|4204	80|80|50	0|0|0	10037	200000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10037	28037	董卓	7	UI_Mini_DongZhuo.img		6	1			0	35000	35000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	4200|4201|4205	240|240|160	0|0|0	10038	1000000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10038	28038	董卓	8	UI_Mini_DongZhuo.img		6	1			0	40000	40000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	4200|4201|4206	255|255|200	0|0|0	10039	4000000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10039	28039	董卓	9	UI_Mini_DongZhuo.img		6	1			0	45000	45000	UI_Info_DongZhuo.img	2	0	UI_Img_DongZhuo.img	3				2000			UI_Mini_DongZhuo.img	UI_Info_DongZhuo.img	8	-1	
10040	28040	李傕	0	UI_Mini_LiJue.img		6	1			200	100	100	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	3			10041	2000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	0	
10041	28041	李傕	1	UI_Mini_LiJue.img		6	1			800	380	380	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	3			10042	2000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	0	
10042	28042	李傕	2	UI_Mini_LiJue.img		6	1			3200	1500	1500	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	3			10043	2000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	0	
10043	28043	李傕	3	UI_Mini_LiJue.img		6	1			12800	5000	5000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	3			10044	2000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	2	
10044	28044	李傕	4	UI_Mini_LiJue.img		6	1			51200	20000	20000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	4200|4201|4202	5|5|10	0|0|0	10045	20000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10045	28045	李傕	5	UI_Mini_LiJue.img		6	1			0	25000	25000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	4200|4201|4203	20|20|20	0|0|0	10046	50000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10046	28046	李傕	6	UI_Mini_LiJue.img		6	1			0	30000	30000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	4200|4201|4204	80|80|50	0|0|0	10047	200000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10047	28047	李傕	7	UI_Mini_LiJue.img		6	1			0	35000	35000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	4200|4201|4205	240|240|160	0|0|0	10048	1000000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10048	28048	李傕	8	UI_Mini_LiJue.img		6	1			0	40000	40000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	4200|4201|4206	255|255|200	0|0|0	10049	4000000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10049	28049	李傕	9	UI_Mini_LiJue.img		6	1			0	45000	45000	UI_Info_LiJue.img	2	1	UI_Img_LiJue.img	3				2000			UI_Mini_LiJue.img	UI_Info_LiJue.img	8	-1	
10050	28020	貂蝉	0	UI_Mini_DiaoChan.img		6	1			200	100	100	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	3			10051	2000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	0	
10051	28021	貂蝉	1	UI_Mini_DiaoChan.img		6	1			800	380	380	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	3			10052	2000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	0	
10052	28022	貂蝉	2	UI_Mini_DiaoChan.img		6	1			3200	1500	1500	UI_Info_DiaoChan.img	2	1	UI_Img_DiaoChan.img	3			10053	2000			UI_Mini_DiaoChan.img	UI_Info_DiaoChan.img	8	0	
