abstractid	名字	DataType	等级	CD	吟唱	使用半径	作用范围	伤害	千分比伤害	伤害类型	最低MP限制	消耗MP	消耗HP	对象类型	作用类型	攻击有效时间	被动Buf	目标Buf	使用者Buf	范围模型	伤害个数	影响范围	描述	备注		
27236	渡江	DT_Skill	1	20	0	0	6	0		2	100	100	0	31	16	2		15230|6		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6|6|6	使自身6米范围内本队弓兵或器械进入隐身状态，移速降低60%，基础暴击增加400%，每秒回复0.5%最大生命，持续7秒	吕蒙6		
27237	渡江	DT_Skill	1	20	0	0	6	0		2	100	100	0	31	16	2		15230|7		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6|6|6	使自身6米范围内本队弓兵或器械进入隐身状态，移速降低50%，基础暴击增加450%，每秒回复0.8%最大生命，持续8秒	吕蒙7		
27238	渡江	DT_Skill	1	20	0	0	6	0		2	100	100	0	31	16	2		15230|8		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6|6|6	使自身6米范围内本队弓兵或器械进入隐身状态，移速降低40%，基础暴击增加500%，每秒回复1.1%最大生命，持续9秒	吕蒙8		
27239	渡江	DT_Skill	1	20	0	0	6	0		2	100	100	0	31	16	2		15230|9		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	6|6|6	使自身6米范围内本队弓兵或器械进入隐身状态，移速降低20%，基础暴击增加600%，每秒回复1.5%最大生命，持续10秒	吕蒙9		
27260	鼓舞	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1012|0	1512|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的4%攻击力，持续10秒	孙权0		
27261	鼓舞	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1012|1	1512|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的8%攻击力，持续10秒	孙权1		
27262	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|2	1512|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的12%攻击力，持续10秒	孙权2		
27263	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|3	1512|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的16%攻击力，持续10秒	孙权3		
27264	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权4		
27265	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权5		
27266	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权6		
27267	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权7		
27268	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权8		
27269	鼓舞	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1012|4	1512|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	4|18|7	主动提升米范围内我军的20%攻击力，持续10秒	孙权9		
27290	火攻	DT_Skill	1	15	0	20	8	5000	640	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击80%的伤害	周瑜0		
27291	火攻	DT_Skill	1	15	0	20	8	5000	960	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击120%的伤害	周瑜1		
27292	火攻	DT_Skill	1	15	0	20	8	5000	1280	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击160%的伤害	周瑜2		
27293	火攻	DT_Skill	1	15	0	20	8	5000	1600	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击200%的伤害	周瑜3		
27294	火攻	DT_Skill	1	15	0	20	8	5000	1920	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击240%的伤害，火属性伤害，对藤甲兵有效	周瑜4		
27295	火攻	DT_Skill	1	15	0	20	8	5000	1200	2	100	100	0	31	70	5		15232|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击150%的伤害，每2.5秒对留在火圈上的单位再次造成伤害，火圈持续5秒，火属性伤害，对藤甲兵有效	周瑜5		
27296	火攻	DT_Skill	1	15	0	20	8	5000	1200	2	100	100	0	31	70	5		15232|1		data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击150%的伤害，每2秒对留在火圈上的单位再次造成伤害，火圈持续5秒，火属性伤害，对藤甲兵有效	周瑜6		
27297	火攻	DT_Skill	1	15	0	20	8	5000	1200	2	100	100	0	31	70	5		15232|2		data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击150%的伤害，每1.5秒对留在火圈上的单位再次造成伤害，火圈持续5秒，火属性伤害，对藤甲兵有效	周瑜7		
27298	火攻	DT_Skill	1	15	0	20	8	5000	1200	2	100	100	0	31	70	5		15232|3		data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击150%的伤害，每1.2秒对留在火圈上的单位再次造成伤害，火圈持续5秒，火属性伤害，对藤甲兵有效	周瑜8		
27299	火攻	DT_Skill	1	15	0	20	8	5000	1360	2	100	100	0	31	70	5		15232|4		data/JXJEffect/Eft_Sk_Fanwei_01.cre	-8	8|8|8	对8米范围内最多8个敌方部队造成普通攻击170%的伤害，每0.9秒对留在火圈上的单位再次造成伤害，火圈持续5秒，火属性伤害，对藤甲兵有效	周瑜9		
27300	先机	DT_Skill	1		0											2					1		普通攻击有10%的概率消除自身的debuff.	鲁肃0		
27301	先机	DT_Skill	1		0											2					1		普通攻击有11%的概率消除自身的debuff.	鲁肃1		
27302	先机	DT_Skill	1		0											2					1		普通攻击有12%的概率消除自身的debuff.	鲁肃2		
27303	先机	DT_Skill	1		0											2					1		普通攻击有13%的概率消除自身的debuff.	鲁肃3		
27304	先机	DT_Skill	1		0											2					1		普通攻击有14%的概率消除自身的debuff.	鲁肃4		
27305	先机	DT_Skill	1		0											2					1		普通攻击有15%的概率消除自身的debuff.	鲁肃5		
27306	先机	DT_Skill	1		0											2					1		普通攻击有16%的概率消除自身的debuff.	鲁肃6		
27307	先机	DT_Skill	1		0											2					1		普通攻击有17%的概率消除自身的debuff.	鲁肃7		
27308	先机	DT_Skill	1		0											2					1		普通攻击有18%的概率消除自身的debuff.	鲁肃8		
27309	先机	DT_Skill	1		0											2					1		普通攻击有19%的概率消除自身的debuff.	鲁肃9		
27310	连营	DT_Skill	1	15	0	10	-1	0		2	100	100	0	70	70	5		15233|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击20%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续1秒，可弹射4次	陆逊0		
27311	连营	DT_Skill	1	15	0	12	-1	0		2	100	100	0	70	70	5		15233|1		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击30%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续1.5秒，可弹射4次	陆逊1		
27312	连营	DT_Skill	1	15	0	14	-1	0		2	100	100	0	70	70	5		15233|2		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击40%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续2秒，可弹射4次	陆逊2		
27313	连营	DT_Skill	1	15	0	16	-1	0		2	100	100	0	70	70	5		15233|3		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击50%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续2.5秒，可弹射4次	陆逊3		
27314	连营	DT_Skill	1	15	0	18	-1	0		2	100	100	0	70	70	5		15233|4		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击60%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续3秒，可弹射4次	陆逊4		
27315	连营	DT_Skill	1	15	0	20	-1	0		2	100	100	0	70	70	5		15233|5		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击70%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续4秒，可弹射5次	陆逊5		
27316	连营	DT_Skill	1	15	0	22	-1	0		2	100	100	0	70	70	5		15233|6		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击80%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续5秒，可弹射6次	陆逊6		
27317	连营	DT_Skill	1	15	0	24	-1	0		2	100	100	0	70	70	5		15233|7		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击90%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续6秒，可弹射7次	陆逊7		
27318	连营	DT_Skill	1	15	0	26	-1	0		2	100	100	0	70	70	5		15233|8		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击100%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续7秒，可弹射8次	陆逊8		
27319	连营	DT_Skill	1	15	0	28	-1	0		2	100	100	0	70	70	5		15233|9		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		对敌方部队造成普通攻击120%的火焰伤害，且留下火焰印记，使其受到火属性伤害时会受到额外伤害，每秒降低5点士气，印记持续9秒，可弹射10次	陆逊9		
27320	整军	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1099|0	1599|0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗0		
27321	整军	DT_Skill	1	15	0	7	4	0		2	100	100	0	31		2		1099|1	1599|1	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗1		
27322	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|2	1599|2	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗2		
27323	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|3	1599|3	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗3		
27324	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗4		
27325	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗5		
27326	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗6		
27327	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗7		
27328	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗8		
27329	整军	DT_Skill	1	15	0	7	7	0		2	100	100	0	31		2		1099|4	1599|4	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1	4|18|7	主动清除我军身上的效果，品质提高会降低技能cd	陆抗9		
27330	明镜	DT_Skill	1		0						0	0				1					1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击40%的伤害	诸葛瑾0		
27331	明镜	DT_Skill	1		0						0	0				1					1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击50%的伤害	诸葛瑾1		
27332	明镜	DT_Skill	1		0						0	0				1					1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击60%的伤害	诸葛瑾2		
27333	明镜	DT_Skill	1		0						0	0				1					1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击70%的伤害	诸葛瑾3		
27334	明镜	DT_Skill	1		0						0	0				1					1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击80%的伤害	诸葛瑾4		
27335	明镜	DT_Skill	1		0						0	0				1			15010|0		1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击90%的伤害，且增加自身30%攻速，持续5秒	诸葛瑾5		
27336	明镜	DT_Skill	1		0						0	0				1			15010|1		1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击100%的伤害，且增加自身40%攻速，持续5秒	诸葛瑾6		
27337	明镜	DT_Skill	1		0						0	0				1			15010|2		1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击110%的伤害，且增加自身50%攻速，持续5秒	诸葛瑾7		
27338	明镜	DT_Skill	1		0						0	0				1			15010|3		1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击125%的伤害，且增加自身60%攻速，持续5秒	诸葛瑾8		
27339	明镜	DT_Skill	1		0						0	0				1			15010|4		1		若敌方处于缴械和变小状态，则攻击时对其额外造成普通攻击145%的伤害，且增加自身80%攻速，持续5秒	诸葛瑾9		
27340	迷惑	DT_Skill	1		0						0	0				1		15011|0			1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，持续2秒	诸葛恪0		
27341	迷惑	DT_Skill	1		0						0	0				1		15011|1			1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，持续3秒	诸葛恪1		
27342	迷惑	DT_Skill	1		0						0	0				1		15011|2			1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，持续4秒	诸葛恪2		
27343	迷惑	DT_Skill	1		0						0	0				1		15011|3			1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，持续5秒	诸葛恪3		
27344	迷惑	DT_Skill	1		0						0	0				1		15011|4			1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，持续6秒	诸葛恪4		
27345	迷惑	DT_Skill	1		0						0	0				1		15011|4	15011|5		1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，且增加自身5%物理吸血，持续6秒	诸葛恪5		
27346	迷惑	DT_Skill	1		0						0	0				1		15011|4	15011|6		1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，且增加自身10%物理吸血，持续6秒	诸葛恪6		
27347	迷惑	DT_Skill	1		0						0	0				1		15011|4	15011|7		1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，且增加自身15%物理吸血，持续6秒	诸葛恪7		
27348	迷惑	DT_Skill	1		0						0	0				1		15011|4	15011|8		1		普通攻击有10%概率缴械敌方部队，使其无法进行普通攻击，且增加自身20%物理吸血，持续6秒	诸葛恪8		
27349	迷惑	DT_Skill	1		0						0	0				1		15011|4	15011|9		1		普通攻击有13%概率缴械敌方部队，使其无法进行普通攻击，且增加自身30%物理吸血，持续6秒	诸葛恪9		
27350	潜伏	DT_Skill	1		0						0	0				1	15016|0				1		保持站立状态，不移动不攻击持续4秒，则提高自身5米范围内友方单位50%基础暴击，持续5秒	马忠0		
27351	潜伏	DT_Skill	1		0						0	0				1	15016|1				1		保持站立状态，不移动不攻击持续4秒，则提高自身5米范围内友方单位80%基础暴击，持续6秒	马忠1		
27352	潜伏	DT_Skill	1		0						0	0				1	15016|2				1		保持站立状态，不移动不攻击持续4秒，则提高自身5米范围内友方单位110%基础暴击，持续7秒	马忠2		
27353	潜伏	DT_Skill	1		0						0	0				1	15016|3				1		保持站立状态，不移动不攻击持续4秒，则提高自身5米范围内友方单位140%基础暴击，持续8秒	马忠3		
27354	潜伏	DT_Skill	1		0						0	0				1	15016|4				1		保持站立状态，不移动不攻击持续4秒，则提高自身5米范围内友方单位170%基础暴击，持续9秒	马忠4		
27355	潜伏	DT_Skill	1		0						0	0				1	15016|5				1		保持站立状态，不移动不攻击持续3.6秒，则提高自身5米范围内友方单位200%基础暴击，20%暴击伤害，持续10秒	马忠5		
27356	潜伏	DT_Skill	1		0						0	0				1	15016|6				1		保持站立状态，不移动不攻击持续3.2秒，则提高自身5米范围内友方单位230%基础暴击，25%暴击伤害，持续11秒	马忠6		
27357	潜伏	DT_Skill	1		0						0	0				1	15016|7				1		保持站立状态，不移动不攻击持续2.8秒，则提高自身5米范围内友方单位260%基础暴击，30%暴击伤害，持续12秒	马忠7		
27358	潜伏	DT_Skill	1		0						0	0				1	15016|8				1		保持站立状态，不移动不攻击持续2.4秒，则提高自身5米范围内友方单位290%基础暴击，35%暴击伤害，持续13秒	马忠8		
27359	潜伏	DT_Skill	1		0						0	0				1	15016|9				1		保持站立状态，不移动不攻击持续2秒，则提高自身5米范围内友方单位350%基础暴击，40%暴击伤害，持续15秒	马忠9		
27400	懈怠	DT_Skill	1		0						0	0				1			15012|0		1		自身部队受到伤害时，有10%获得反弹20%伤害的效果，持续2秒	阚泽0		
27401	懈怠	DT_Skill	1		0						0	0				1			15012|1		1		自身部队受到伤害时，有10%获得反弹20%伤害的效果，持续3秒	阚泽1		
27402	懈怠	DT_Skill	1		0						0	0				1			15012|2		1		自身部队受到伤害时，有10%获得反弹20%伤害的效果，持续4秒	阚泽2		
27403	懈怠	DT_Skill	1		0						0	0				1			15012|3		1		自身部队受到伤害时，有10%获得反弹20%伤害的效果，持续5秒	阚泽3		
27404	懈怠	DT_Skill	1		0						0	0				1			15012|4		1		自身部队受到伤害时，有10%获得反弹20%伤害的效果，持续6秒	阚泽4		
27405	懈怠	DT_Skill	1		0						0	0				1			15012|5		1		自身部队受到伤害时，有12%获得反弹20%伤害的效果，持续7秒	阚泽5		
27406	懈怠	DT_Skill	1		0						0	0				1			15012|6		1		自身部队受到伤害时，有14%获得反弹20%伤害的效果，持续8秒	阚泽6		
27407	懈怠	DT_Skill	1		0						0	0				1			15012|7		1		自身部队受到伤害时，有16%获得反弹20%伤害的效果，持续9秒	阚泽7		
27408	懈怠	DT_Skill	1		0						0	0				1			15012|8		1		自身部队受到伤害时，有18%获得反弹20%伤害的效果，持续10秒	阚泽8		
27409	懈怠	DT_Skill	1		0						0	0				1			15012|9		1		自身部队受到伤害时，有20%获得反弹20%伤害的效果，持续12秒	阚泽9		
27490	沉鱼	DT_Skill	1		0						0	0				1		15013|0			1		普通攻击暴击时，降低攻击目标2点士气	大乔0		
27491	沉鱼	DT_Skill	1		0						0	0				1		15013|1			1		普通攻击暴击时，降低攻击目标4点士气	大乔1		
27492	沉鱼	DT_Skill	1		0						0	0				1		15013|2			1		普通攻击暴击时，降低攻击目标6点士气	大乔2		
27493	沉鱼	DT_Skill	1		0						0	0				1		15013|3			1		普通攻击暴击时，降低攻击目标8点士气	大乔3		
27494	沉鱼	DT_Skill	1		0						0	0				1		15013|4			1		普通攻击暴击时，降低攻击目标10点士气	大乔4		
27495	沉鱼	DT_Skill	1		0						0	0				1		15013|4	15013|5		1		普通攻击暴击时，降低攻击目标10点士气，且自身获得2%的CD缩减，持续15秒，可叠加5层	大乔5		
27496	沉鱼	DT_Skill	1		0						0	0				1		15013|4	15013|6		1		普通攻击暴击时，降低攻击目标10点士气，且自身获得3%的CD缩减，持续17秒，可叠加5层	大乔6		
27497	沉鱼	DT_Skill	1		0						0	0				1		15013|4	15013|7		1		普通攻击暴击时，降低攻击目标10点士气，且自身获得4%的CD缩减，持续19秒，可叠加5层	大乔7		
27498	沉鱼	DT_Skill	1		0						0	0				1		15013|4	15013|8		1		普通攻击暴击时，降低攻击目标10点士气，且自身获得5%的CD缩减，持续21秒，可叠加5层	大乔8		
27499	沉鱼	DT_Skill	1		0						0	0				1		15013|4	15013|9		1		普通攻击暴击时，降低攻击目标10点士气，且自身获得6%的CD缩减，持续25秒，可叠加5层	大乔9		
27500	落雁	DT_Skill	1		0						0	0				1	15014|0				1		自身部队每2秒增加1士气	小乔0		
27501	落雁	DT_Skill	1		0						0	0				1	15014|1				1		自身部队每2秒增加2士气	小乔1		
27502	落雁	DT_Skill	1		0						0	0				1	15014|2				1		自身部队每2秒增加3士气	小乔2		
27503	落雁	DT_Skill	1		0						0	0				1	15014|3				1		自身部队每2秒增加4士气	小乔3		
27504	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔4		
27505	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔5		
27506	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔6		
27507	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔7		
27508	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔8		
27509	落雁	DT_Skill	1		0						0	0				1	15014|4				1		自身部队每2秒增加5士气	小乔9		
28000	飞将	DT_Skill	1	15	0	500	0	1680	560	2	100	100	0	31	70	2		19010|0		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击70%的伤害和2100附加伤害，对非玩家单位（NPC）造成额外伤害	吕布0		
28001	飞将	DT_Skill	1	15	0	500	0	3240	720	2	100	100	0	31	70	2		19010|1		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击90%的伤害和4050附加伤害，对非玩家单位（NPC）造成额外伤害	吕布1		
28002	飞将	DT_Skill	1	15	0	500	0	7040	880	2	100	100	0	31	70	2		19010|2		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击110%的伤害和8800附加伤害，对非玩家单位（NPC）造成额外伤害	吕布2		
28003	飞将	DT_Skill	1	15	0	500	0	13000	1040	2	100	100	0	31	70	2		19010|3		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击130%的伤害和16250附加伤害，对非玩家单位（NPC）造成额外伤害	吕布3		
28004	飞将	DT_Skill	1	15	0	500	0	21000	1200	2	100	100	0	31	70	2		19010|4		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击150%的伤害和26250附加伤害，对非玩家单位（NPC）造成额外伤害	吕布4		
28005	飞将	DT_Skill	1	15	0	500	0	32400	1440	2	100	100	0	31	70	2		19010|5		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击180%的伤害和40500附加伤害，同时在地面上留下痕迹，后续进入痕迹范围的敌军也会受到伤害，痕迹持续5秒	吕布5		
28006	飞将	DT_Skill	1	15	0	500	0	50160	1760	2	100	100	0	31	70	2		19010|6		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击220%的伤害和62700附加伤害，同时在地面上留下痕迹，后续进入痕迹范围的敌军也会受到伤害，痕迹持续5秒	吕布6		
28007	飞将	DT_Skill	1	15	0	500	0	72800	2080	2	100	100	0	31	70	2		19010|7		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击260%的伤害和91000附加伤害，同时在地面上留下痕迹，后续进入痕迹范围的敌军也会受到伤害，痕迹持续5秒	吕布7		
28008	飞将	DT_Skill	1	15	0	500	0	114000	2560	2	100	100	0	31	70	2		19010|8		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击320%的伤害和142500附加伤害，同时在地面上留下痕迹，后续进入痕迹范围的敌军也会受到伤害，痕迹持续5秒	吕布8		
28009	飞将	DT_Skill	1	15	0	500	0	149600	3200	2	100	100	0	31	70	2		19010|9		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	10	4|14|7	对前方24米内的最多10支敌军部队造成普通攻击400%的伤害和187000附加伤害，同时在地面上留下痕迹，后续进入痕迹范围的敌军也会受到伤害，痕迹持续5秒	吕布9		
28010	陷阵	DT_Skill	1		0						0	0				1		19000|0			1		自身步兵部队普通攻击有10%概率眩晕敌军2秒	高顺0		
28011	陷阵	DT_Skill	1		0						0	0				1		19000|1			1		自身步兵部队普通攻击有12%概率眩晕敌军2秒	高顺1		
28012	陷阵	DT_Skill	1		0						0	0				1		19000|2			1		自身步兵部队普通攻击有14%概率眩晕敌军2秒	高顺2		
28013	陷阵	DT_Skill	1		0						0	0				1		19000|3			1		自身步兵部队普通攻击有16%概率眩晕敌军2秒	高顺3		
28014	陷阵	DT_Skill	1		0						0	0				1		19000|4			1		自身步兵部队普通攻击有18%概率眩晕敌军2秒	高顺4		
28015	陷阵	DT_Skill	1		0						0	0				1			19100|1		1		自身部队为陷阵营时，普通攻击有30%概率提高自身5米范围内陷阵营部队30%物理穿透和物伤加成，持续8秒	高顺5		
28016	陷阵	DT_Skill	1		0						0	0				1			19100|2		1		自身部队为陷阵营时，普通攻击有30%概率提高自身5米范围内陷阵营部队40%物理穿透和物伤加成，持续8秒	高顺6		
28017	陷阵	DT_Skill	1		0						0	0				1			19100|3		1		自身部队为陷阵营时，普通攻击有30%概率提高自身5米范围内陷阵营部队50%物理穿透和物伤加成，持续8秒	高顺7		
28018	陷阵	DT_Skill	1		0						0	0				1			19100|4		1		自身部队为陷阵营时，普通攻击有30%概率提高自身5米范围内陷阵营部队60%物理穿透和物伤加成，持续8秒	高顺8		
28019	陷阵	DT_Skill	1		0						0	0				1			19100|5		1		自身部队为陷阵营时，普通攻击有30%概率提高自身5米范围内陷阵营部队80%物理穿透和物伤加成，持续8秒	高顺9		
28020	倾城	DT_Skill	1		0						0	0									1		自身部队使用技能后，获得14点士气	貂蝉0		
28021	倾城	DT_Skill	1		0						0	0									1		自身部队使用技能后，获得16点士气	貂蝉1		
28022	倾城	DT_Skill	1		0						0	0									1		自身部队使用技能后，获得18点士气	貂蝉2		
28023	倾城	DT_Skill	1		0						0	0									1		自身部队使用技能后，获得20点士气	貂蝉3		
28024	倾城	DT_Skill	1		0						0	0									1		自身部队使用技能后，获得22点士气	貂蝉4		
