id	名字	接壤1	接壤2	接壤3	接壤4	类型	默认势力	sceneid	时间	玩家数量	出生点数	开启人数	进场时间	郡名	收益类型	收益数量	特产类型	特产数量	buttonname	cityname	colormask	map	bordername	坐标	规模	colorsw	城防值	城池mask	城池等级	建国后等级	城池等级系数	平叛消耗军令	平叛铜钱奖励	平叛掉落id	叛乱兵种icon	攻方胜利条件	守方胜利条件	行政长官	称谓	说明	州ID	州名称	地形
15004	云南	15002	15003	15005		1	2	30111	2400	40	"0,1"	2	2220	云南郡	5	42000	2	100000	MedianCity_Yunnan	LocalName_YunNan	CM_Yunnan	UI_GK_Yongan.img	Border_Yunnan		1	TiaoMu_Yunnan	200	sw_Area_Yunnan	15|1|15|15	15|9|15|15	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	吕凯	太守	    诸葛亮平定南中后，从建宁、越隽、永昌三郡中划分出领地为云南郡，郡治云南。	1016	南中	山地
15005	邪龙	15004	15006			0	2	40031	2400	40	"0,1"	1	2220	云南郡	5	25000	3	100000	MedianCity_Xielong	LocalName_XieLong	CM_Xielong	UI_GK_Jiange.img	Border_Xielong		3	TiaoMu_Xielong	200	sw_Area_Xielong	15|1|15|15	15|9|15|15	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	孟优	都尉	    西汉时期设立，连接永昌与云南的交通要道，易守难攻。	1016	南中	山地
15006	永昌	15005				1	11	30112	3600	40	"0,1"	2	3420	永昌郡	5	45000	4	100000	MedianCity_Yongchang	LocalName_YongChang	CM_Yongchang	UI_GK_Wu.img	Border_Yongchang		1	TiaoMu_Yongchang	200	sw_Area_Yongchang	15|1|15|15	15|9|15|15	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	兀突骨	太守	    古哀牢国。汉置不韦县。东汉时升为永昌郡，地处西南。	1016	南中	水域
15007	牂牁	15008	17013			1	2	30113	1800	40	"0,1"	2	1620	牂牁郡	5	39000	1	200000	MedianCity_Zangke	LocalName_ZangKe	CM_Zangke	UI_GK_Nanpi.img	Border_Zangke		1	TiaoMu_Zangke	200	sw_Area_Zangke	10|6|10|10	10|9|10|10	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	孟获	太守	"    汉武帝元鼎六年(公元前111年) 开置牂牁郡。从键为郡划出鄨县属牂牁郡, 吴霸为首任牂牁太守。"	1016	南中	平原
15008	夜郎	14011	15007			1	2	30114	1800	40	"0,1"	2	1620	牂牁郡	5	36000	2	200000	MedianCity_Yelang	LocalName_YeLang	CM_Yelang	UI_GK_Jinyang.img	Border_Yelang		0	TiaoMu_Yelang	100	sw_Area_Yelang	11|6|11|11	11|9|11|11	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	祝融	令	    西汉初，竹王多同兴起于（今贵州北盘江），自立为侯。建元六年（前135），武帝遣唐蒙入夜郎，招抚多同，并于元光四至五年（前131～前130）在其地置数县。	1016	南中	山地
16001	宛	7002	16002	16004	16007	1	2	30115	1800	40	"0,1"	2	1620	南阳郡	5	51000	8	100	MedianCity_Wan	LocalName_Wan	CM_Wan	UI_GK_Wancheng.img	Border_Wan		1	TiaoMu_Wan	200	sw_Area_Wan	9|9|9|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	张绣	太守	    南阳在秦昭襄王35年就已经设立。东汉光武帝刘秀发迹于此，定宛城为陪都。刘秀和他的二十八宿大都出生与南阳一代，故而又称为帝乡。	1008	荆州北	城郭
16002	博望	7007	16001			1	2	30116	1800	40	"0,1"	2	1620	南阳郡	5	51000	8	100	MedianCity_Bowang	LocalName_BoWang	CM_Bowang	UI_GK_Shangyong.img	Border_Bowang		0	TiaoMu_Bowang	100	sw_Area_Bowang	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	蔡和	令	    西汉张骞出使西域，开辟丝绸之路，功高盖世，博得众望，汉武帝封其为“博望侯”，“博望”由此得名。三国时，诸葛亮初出茅庐便火烧博望，使其名扬中外。	1008	荆州北	城郭
16003	安昌	7007	16006			1	2	30117	1800	40	"0,1"	2	1620	南阳郡	5	51000	8	100	MedianCity_Anchang	LocalName_AnChang	CM_Anchang	UI_GK_Wu.img	Border_Anchang		1	TiaoMu_Anchang	200	sw_Area_Anchang	9|9|9|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	秦颉	令	    安昌于东汉时期设县，原名章陵。三国鼎立时期改名为安昌，以求安宁昌盛之意。汉末张绣曾被刘表安置于此，作为荆州北侧屏障，阻挡曹操南下。	1008	荆州北	水域
16004	新野	16001	16006			1	2	30118	1800	40	"0,1"	2	1620	南阳郡	5	51000	8	100	MedianCity_Xinye	LocalName_XinYe	CM_Xinye	UI_GK_Xiaopei.img	Border_Xinye		0	TiaoMu_Xinye	100	sw_Area_Xinye	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	蔡勋	令	    西汉初年置县名为新野，中间屡次改名，东汉建武元年又改回最初的名字新野。东汉末年因为火烧新野一事而被世人牢记。	1008	荆州北	平原
16005	随县	16006	7011	17005		1	2	30119	1800	40	"0,1"	2	1620	南阳郡	5	60000	5	150000	MedianCity_Suixian	LocalName_SuiXian	CM_Suixian	UI_GK_Jiangling.img	Border_Suixian		0	TiaoMu_Suixian	100	sw_Area_Suixian	9|9|8|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	张咨	令	    随县以西周封国随为名，公元前221年，秦始皇在古随国的土地上，始建随县，属南阳郡管辖。	1008	荆州北	水域
16006	襄阳	16003	16005	16004	16008	1	2	30120	1800	40	"0,1"	2	1620	襄阳郡	5	60000	5	150000	MedianCity_Xiangyang	LocalName_XiangYang	CM_Xiangyang	UI_GK_Kuaiji.img	Border_Xiangyang		1	TiaoMu_Xiangyang	200	sw_Area_Xiangyang	9|9|9|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	刘表	太守	    西汉初置襄阳县，以县治位于襄水之阳而得名。东汉末年刘表将荆州治所迁在这里。城墙坚固，城高池深，易守难攻，并且一度成为区域性的政治、经济、文化中心。	1008	荆州北	水域
16007	南乡	16001	16009	10004		1	2	30121	1800	40	"0,1"	2	1620	南乡郡	5	60000	5	150000	MedianCity_Nanxiang	LocalName_NanXiang	CM_Nanxiang	UI_GK_Kuaiji.img	Border_Nanxiang		0	TiaoMu_Nanxiang	100	sw_Area_Nanxiang	9|8|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	郭睦	太守	    东汉始置南乡县，属南阳郡。建安十三年（208年），曹操夺荆州，分南阳郡西部设置南乡郡。	1008	荆州北	水域
16008	筑阳	16009	16006			1	2	30122	1800	40	"0,1"	2	1620	南乡郡	5	60000	5	150000	MedianCity_Zhuyang	LocalName_ZhuYang	CM_Zhuyang	UI_GK_Chaisang.img	Border_Zhuyang		0	TiaoMu_Zhuyang	100	sw_Area_Zhuyang	9|8|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	傅方	令	    秦时依筑水立筑阳县，属南阳郡。东汉建安十三年（208年），随着南乡郡的建立而被划分其下。	1008	荆州北	水域
16009	武当	16007	16008	16011		0	2	40032	1800	40	"0,1"	1	1620	南乡郡	5	45000	5	140000	MedianCity_Wudang	LocalName_WuDang	CM_Wudang	UI_GK_Jiange.img	Border_Wudang		3	TiaoMu_Wudang	100	sw_Area_Wudang	9|8|9|9	9|9|9|9	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	刘虎	都尉	    武当山方圆八百里，高线有神，飞云荡雾，磅礴处势若飞龙走天际，灵秀处美似玉人下凡来。其地势险要，易守难攻，紧扼上庸东出路线的喉咙。	1008	荆州北	山地
16010	西城	13002	10005	16011		1	2	30123	1800	40	"0,1"	2	1620	魏兴郡	5	42000	1	200000	MedianCity_Xicheng	LocalName_XiCheng	CM_Xicheng	UI_GK_Xicheng.img	Border_Xicheng		1	TiaoMu_Xicheng	200	sw_Area_Xicheng	10|8|10|10	10|9|10|10	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	申耽	太守	    东汉建安二十年(公元215年)，曹操攻取汉中， 分汉中郡之东部，置西城郡，治西城县。六年后，改名魏兴郡。	1008	荆州北	山地
16011	上庸	16009	16010	16013	14005	1	2	30124	1800	40	"0,1"	2	1620	上庸郡	5	45000	2	200000	MedianCity_Shangyong	LocalName_ShangYong	CM_Shangyong	UI_GK_Shangyong.img	Border_Shangyong		0	TiaoMu_Shangyong	100	sw_Area_Shangyong	10|8|10|10	10|9|10|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	刘封	太守	    建安二十年，从汉中郡中拆分出来单独成立了上庸郡。	1008	荆州北	城郭
16012	江夏	7011	17009			1	2	30125	1800	40	"0,1"	2	1620	江夏郡	5	45000	3	200000	MedianCity_Jiangxia	LocalName_JiangXia	CM_Jiangxia	UI_GK_Wu.img	Border_Jiangxia		1	TiaoMu_Jiangxia	200	sw_Area_Jiangxia	9|9|8|8	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	黄祖	太守	    设置于汉武帝元狩二年（前121年）。原本属地极大，三国争霸时被一分为二，吴国部分后为扬州武昌郡。	1008	荆州北	水域
16013	房陵	17001	16011			1	2	30126	1800	40	"0,1"	2	1620	新城郡	5	48000	1	200000	MedianCity_Fangling	LocalName_FangLing	CM_Fangling	UI_GK_Chencang.img	Border_Fangling		0	TiaoMu_Fangling	100	sw_Area_Fangling	10|8|10|10	10|9|10|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	孟达	太守	    东汉末年设置，由《史记》“纵横千里、山林四塞、其固高陵、如有房屋”得名。	1008	荆州北	城郭
17001	秭归	16013	17002	14005		1	11	30127	1800	40	"0,1"	2	1620	建平郡	5	45000	2	200000	MedianCity_Zigui	LocalName_ZiGui	CM_Zigui	UI_GK_Zitong.img	Border_Zigui		0	TiaoMu_Zigui	100	sw_Area_Zigui	10|8|10|10	10|9|10|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	邓凯	令	    秭归，商朝时期为归国所在地，西周朝为夔子国，战国后期称归乡，汉朝置秭归县。	1009	荆州南	水域
17002	夷道	17001	17003			1	11	30128	1800	40	"0,1"	2	1620	宜都郡	5	48000	2	200000	MedianCity_Yidao	LocalName_YiDao	CM_Yidao	UI_GK_Shangyong.img	Border_Yidao		0	TiaoMu_Yidao	100	sw_Area_Yidao	8|6|8|8	8|8|8|8	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	雷谭	令	    夷道城靠近夷水，因而得名。刘备称此地有天时地利人和，改名为宜都郡，意在“人杰地灵，宜于建都”。	1009	荆州南	城郭
17003	猇亭	17002	17004			0	11	40033	1800	40	"0,1"	1	1620	宜都郡	5	25000	3	200000	MedianCity_Xiaoting	LocalName_XiaoTing	CM_Xiaoting	UI_GK_Ruxuwu.img	Border_Xiaoting		3	TiaoMu_Xiaoting	100	sw_Area_Xiaoting	8|7|8|8	8|8|8|8	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	文布	都尉	    张飞为宜都太守时，见虎牙滩地势险要，悬崖峭壁，降水湍急，于是建亭留念。此处虽为弹丸之地，却是兵家必争之地。陆逊火烧联营的夷陵之战，就发生在这里。	1009	荆州南	水域
17004	江陵	17003	17005	17006	17007	1	2	30129	2400	50	"0,1"	2	2220	南郡	5	75000	5	100000	MedianCity_Jiangling	LocalName_JiangLing	CM_Jiangling	UI_GK_Jiangling.img	Border_Jiangling		1	TiaoMu_Jiangling	400	sw_Area_Jiangling	7|7|7|7	7|7|7|7	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	邓义	太守	    身为楚国郢都的江陵，西控巴蜀，北接襄汉，襟带江湖，指臂吴粤，是中原沟通岭南的要冲，一度成为南方最大的都会。	1009	荆州南	水域
17005	麦城	16005	17004			1	2	30130	1800	40	"0,1"	2	1620	南郡	5	48000	3	200000	MedianCity_Maicheng	LocalName_MaiCheng	CM_Maicheng	UI_GK_Guiyang.img	Border_Maicheng		0	TiaoMu_Maicheng	100	sw_Area_Maicheng	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	王连	令	    麦城在东周时就是楚国重要的城市，相传为春秋时楚昭王所筑。建安二十四年（219年），关羽遭吴袭击，溃退至此。	1009	荆州南	山地
17006	华容	17004	17009			0	12	40034	1800	40	"0,1"	1	1620	南郡	5	25000	2	200000	MedianCity_Huarong	LocalName_HuaRong	CM_Huarong	UI_GK_Jiange.img	Border_Huarong		3	TiaoMu_Huarong	100	sw_Area_Huarong	8|8|7|8	8|8|8|8	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	贝羽	都尉	    地处南郡要道，东临赤壁，西接江陵。曹操赤壁战后，走的便是往华容去的路。	1009	荆州南	山地
17007	公安	17004	17012			1	2	30131	1800	40	"0,1"	2	1620	南郡	5	48000	1	200000	MedianCity_Gongan	LocalName_GongAn	CM_Gongan	UI_GK_Jiangling.img	Border_Gongan		0	TiaoMu_Gongan	100	sw_Area_Gongan	8|8|8|8	8|8|8|8	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	傅士仁	令	    早在元前202年，汉高祖就设立了孱陵县。联汉沪，西接巴蜀，南控湘粤，北通陕豫，自古为兵家必争之地，至209年，刘备领荆州牧，扎营油江口，改孱陵为公安县，图谋霸业。	1009	荆州南	水域
17008	武昌	17009	19006			1	12	30132	1800	40	"0,1"	2	1620	武昌郡	5	60000	5	100000	MedianCity_Wuchang	LocalName_WuChang	CM_Wuchang	UI_GK_Xiapi.img	Border_Wuchang		1	TiaoMu_Wuchang	200	sw_Area_Wuchang	9|9|6|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	刘琦	太守	    原为江夏部分属地，后来在公元221年，孙权把都城迁到这里，并命名为“武昌”，意为“以武治国而昌”之意。	1009	荆州南	平原
17009	赤壁	16012	17006	17008	17010	0	12	40035	1800	40	"0,1"	1	1620	武昌郡	5	25000	1	200000	MedianCity_Chibi	LocalName_ChiBi	CM_Chibi	UI_GK_Ruxuwu.img	Border_Chibi		3	TiaoMu_Chibi	100	sw_Area_Chibi	8|8|6|8	8|8|8|8	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	胡综	都尉	    建安十三年（公元208）年，孙刘联军借助风势葬送了曹操二十六万兵马，这一场战役就发生在此地。周瑜曾舞而歌之“临赤壁兮，败曹公，安汉室兮，定江东，此山水兮，千古颂，刻二字兮，纪战功。”并在山头刻下赤壁二字！	1009	荆州南	水域
17010	巴陵	17009	17011			1	2	30133	1800	40	"0,1"	2	1620	长沙郡	5	42000	2	200000	MedianCity_Baling	LocalName_BaLing	CM_Baling	UI_GK_Wancheng.img	Border_Baling		0	TiaoMu_Baling	100	sw_Area_Baling	8|8|8|8	8|8|8|8	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	文聘	令	    坐落在洞庭湖边的巴陵小城，上接赤壁下连长沙，实乃长沙郡第一紧要的交通要道。	1009	荆州南	城郭
17011	长沙	17010	17012			1	2	30134	1800	40	"0,1"	2	1620	长沙郡	5	45000	3	200000	MedianCity_Changsha	LocalName_ChangSha	CM_Changsha	UI_GK_Xiapi.img	Border_Changsha		1	TiaoMu_Changsha	200	sw_Area_Changsha	8|8|8|8	8|8|8|8	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	韩玄	太守	    汉初为长沙国，公元37年，重建为长沙郡。据说当地人经常祭祀沙神，甚至有专门的万里沙祠，故而得名长沙。	1009	荆州南	平原
17012	武陵	17007	17011			1	2	30135	1800	40	"0,1"	2	1620	武陵郡	5	48000	1	200000	MedianCity_Wuling	LocalName_WuLing	CM_Wuling	UI_GK_Chaisang.img	Border_Wuling		0	TiaoMu_Wuling	100	sw_Area_Wuling	8|8|8|8	8|8|8|8	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	金旋	太守	    汉高帝五年（公元前202年），改原秦黔中郡为武陵郡。止戈为武，高平为陵，于是名为武陵。	1009	荆州南	水域
17013	零陵	17014	15007			1	2	30136	1800	40	"0,1"	2	1620	零陵郡	5	42000	2	200000	MedianCity_Lingling	LocalName_LingLing	CM_Lingling	UI_GK_Chaisang.img	Border_Lingling		0	TiaoMu_Lingling	100	sw_Area_Lingling	10|7|10|10	10|9|10|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	刘度	太守	    汉武帝元鼎六年（公元前111）汉武帝置零陵郡，郡治在零陵县，传说这里是舜的陵墓，可是娥皇女英却没有找到，最后投水自尽。为了纪念这两个痴情女子，人们就把这里改名为零陵啦！	1009	荆州南	水域
17014	桂林	17013	20003			1	2	30137	1800	40	"0,1"	2	1620	零陵郡	5	45000	3	200000	MedianCity_Guilin	LocalName_GuiLin	CM_Guilin	UI_GK_Jiangling.img	Border_Guilin		0	TiaoMu_Guilin	100	sw_Area_Guilin	9|8|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	张羡	令	    秦始皇公元前214立，因为其境内有许多的桂树，而得名桂林。	1009	荆州南	水域
17015	桂阳	19009	20001			1	2	30138	1800	40	"0,1"	2	1620	桂阳郡	5	45000	4	125000	MedianCity_Guiyang	LocalName_GuiYang	CM_Guiyang	UI_GK_Guiyang.img	Border_Guiyang		1	TiaoMu_Guiyang	200	sw_Area_Guiyang	9|9|8|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	赵范	太守	    西汉时期立郡，因为在桂水之北，而得名桂阳。	1009	荆州南	山地
18001	合肥	18002	18008	18009		1	2	30139	1800	40	"0,1"	2	1620	淮南郡	5	36000	1	200000	MedianCity_Hefei	LocalName_HeFei	CM_Hefei	UI_GK_Chenliu.img	Border_Hefei		1	TiaoMu_Hefei	200	sw_Area_Hefei	12|12|6|12	12|12|9|12	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	刘馥	太守	    合肥古为淮夷地，商代称虎方，西周称夷虎。春秋战国时期，先属楚，后属吴、属越，再后又属楚，终为秦兼并。秦始皇二十六年（前221），废分封，立郡县。	1011	扬州北	平原
18002	寿春	5005	18001	18003	7012	1	2	30140	2400	50	"0,1"	2	2220	淮南郡	5	60000	5	100000	MedianCity_Shouchun	LocalName_ShouChun	CM_Shouchun	UI_GK_Shouchun.img	Border_Shouchun		2	TiaoMu_Shouchun	200	sw_Area_Shouchun	11|11|7|11	11|11|9|11	1|2|3|4	5	27856	6104|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	袁术	太守	    东汉建武元年（25年)，寿春邑改称寿春县。	1011	扬州北	平原
18003	平阿	7006	18002			0	2	40036	1800	40	"0,1"	1	1620	淮南郡	5	25000	1	200000	MedianCity_Pinge	LocalName_PingE	CM_Pinge	UI_GK_Yijing.img	Border_Pinge		3	TiaoMu_Pinge	100	sw_Area_Pinge	10|10|10|10	10|10|10|10	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	陈纪	都尉	    汉武帝元狩5年（公元前118年）建高邮县，东汉时期就改名为平阿。	1011	扬州北	城郭
18004	建业	5009	18005	18006	19001	1	2	30169	3600	80	"0,1"	2	3420	丹阳郡	5	60000	5	100000	MedianCity_Jianye	LocalName_JianYe	CM_Jianye	UI_GK_Changan.img	Border_Jianye		2	TiaoMu_Jianye	200	sw_Area_Jianye	14|14|6|14	14|14|9|14	1|2|3|4	5	27856	6104|0|1	T_UI_Puanluan.img	攻破皇城四个辟邪	守住皇城辟邪	孙权	令	    原名金陵，有人和始皇说，金陵有帝气。于是始皇改金陵为秣陵，就是存储马料的地方。东汉末年，孙权在江东积极扩张势力，于建安十六年（211年）定都秣陵并改名为建业。	1011	扬州北	平原
18005	阜陵	18004	18009			1	12	30142	1800	40	"0,1"	2	1620	丹阳郡	5	33000	1	150000	MedianCity_Fuling2	LocalName_FuLing2	CM_Fuling2	UI_GK_Zitong.img	Border_Fuling2		0	TiaoMu_Fuling2	100	sw_Area_Fuling2	13|13|5|13	13|13|9|13	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	舒邵	令	    阜陵县设于汉王元年（前206年），三国时期地处吴魏战场，年年烽火，日日金戈。	1011	扬州北	水域
18006	丹阳	18004	18007			1	2	30143	1800	40	"0,1"	2	1620	丹阳郡	5	33000	2	100000	MedianCity_Danyang	LocalName_DanYang	CM_Danyang	UI_GK_Wancheng.img	Border_Danyang		0	TiaoMu_Danyang	100	sw_Area_Danyang	13|13|5|13	13|13|9|13	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	吴景	太守	    秦始皇帝三十六年（前210年）东巡，过丹阳至钱塘，在江南名邑丹阳设县。	1011	扬州北	城郭
18007	宛陵	18006	19004			0	2	40037	1800	40	"0,1"	1	1620	丹阳郡	5	25000	2	200000	MedianCity_Wanling	LocalName_WanLing	CM_Wanling	UI_GK_Ruxuwu.img	Border_Wanling		3	TiaoMu_Wanling	100	sw_Area_Wanling	12|12|6|12	12|12|9|12	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	周昕	都尉	    秦王政二十四年（前223年）灭楚国，翌年平江南，置会稽郡，设爰陵县后改名宛陵。	1011	扬州北	水域
18008	六安	7012	18001			1	2	30144	1800	40	"0,1"	2	1620	庐江郡	5	39000	1	200000	MedianCity_Luan	LocalName_LuAn	CM_Luan	UI_GK_Lujiang.img	Border_Luan		0	TiaoMu_Luan	100	sw_Area_Luan	11|11|7|11	11|11|9|11	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	阎象	令	    春秋时六国，秦置六县，后来汉朝改名六安县，以盼远离战火。	1011	扬州北	水域
18009	濡须坞	18005	18010	18001		0	12	40038	1800	40	"0,1"	1	1620	庐江郡	5	25000	2	200000	MedianCity_Ruxuwu	LocalName_RuXuWu	CM_Ruxuwu	UI_GK_Ruxuwu.img	Border_Ruxuwu		3	TiaoMu_Ruxuwu	100	sw_Area_Ruxuwu	12|12|6|12	12|12|9|12	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	费杨	都尉	    濡须口是巢湖的出水口，位置紧要。为护卫建业安全，于是孙权派人在这里建立了濡须坞，驻兵以拒魏军。	1011	扬州北	水域
18010	庐江	18009	19006			1	12	30145	1800	40	"0,1"	2	1620	庐江郡	5	36000	1	200000	MedianCity_Lujiang	LocalName_LuJiang	CM_Lujiang	UI_GK_Lujiang.img	Border_Lujiang		1	TiaoMu_Lujiang	200	sw_Area_Lujiang	11|11|5|11	11|11|9|11	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	陆康	太守	    楚汉争霸的时候，从秦九江郡分置。自此成为扬州重要的城市之一。	1011	扬州北	水域
19001	毗陵	18004	19002			0	2	40039	2400	40	"0,1"	1	2220	吴郡	5	25000	2	100000	MedianCity_Piling	LocalName_PiLing	CM_Piling	UI_GK_Ruxuwu.img	Border_Piling		3	TiaoMu_Piling	200	sw_Area_Piling	13|13|5|13	13|13|9|13	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	严白虎	都尉	    西汉高祖五年（公元前202年）改延陵为毗陵（今常州），并置毗陵县。毗陵地势险要，易守难攻，非常紧要！	1018	扬州南	水域
19002	吴县	19001	19003			1	2	30174	2400	40	"0,1"	2	2220	吴郡	5	33000	3	100000	MedianCity_Wuxian	LocalName_WuXian	CM_Wuxian	UI_GK_Wu.img	Border_Wuxian		1	TiaoMu_Wuxian	200	sw_Area_Wuxian	15|15|4|15	15|15|9|15	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	许贡	太守	    东汉永建四年（129年），分原会稽郡的浙江（钱塘江）以西部分设吴郡，治所在原会稽郡的治所吴县。	1018	扬州南	水域
19003	会稽	19002	19010			1	2	30175	2400	40	"0,1"	2	2220	会稽郡	5	36000	1	100000	MedianCity_Kuaiji	LocalName_KuaiJi	CM_Kuaiji	UI_GK_Kuaiji.img	Border_Kuaiji		1	TiaoMu_Kuaiji	200	sw_Area_Kuaiji	15|15|3|15	15|15|9|15	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	王朗	太守	    始皇二十五年（前222）于原吴、越地置。会稽因绍兴会稽山得名，传说这里是古时候大禹大会诸侯的地方，也是他最终被埋葬的地方。	1018	扬州南	水域
19004	新都	18007	19005			1	2	30148	1800	40	"0,1"	2	1620	新都郡	5	36000	2	200000	MedianCity_Xindu	LocalName_XinDu	CM_Xindu	UI_GK_Lujiang.img	Border_Xindu		0	TiaoMu_Xindu	100	sw_Area_Xindu	11|11|6|11	11|11|9|11	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	高承	令	    汉献帝建安十三年（208年），孙权派贺齐血腥镇压了越人的骚乱，为了防止再生变故，他从丹阳郡中把此地划出，新立一郡。	1018	扬州南	水域
19005	鄱阳	19004	19007			1	2	30149	1800	40	"0,1"	2	1620	鄱阳郡	5	39000	1	200000	MedianCity_Poyang	LocalName_PoYang	CM_Poyang	UI_GK_Jiangling.img	Border_Poyang		0	TiaoMu_Poyang	100	sw_Area_Poyang	10|10|7|10	10|10|9|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	笮融	令	    东汉建安十五（210年）孙权分豫章郡置鄱阳郡，治所鄱阳县。话说这可是赤壁之战时周瑜驻守的地方。	1018	扬州南	水域
19006	柴桑	17008	18010	19007		1	12	30150	1800	40	"0,1"	2	1620	豫章郡	5	39000	3	200000	MedianCity_Chaisang	LocalName_ChaiSang	CM_Chaisang	UI_GK_Chaisang.img	Border_Chaisang		0	TiaoMu_Chaisang	100	sw_Area_Chaisang	10|10|6|10	10|10|9|10	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	边让	令	    当长江之水流至庐山山麓，相汇鄱阳湖，便到了这座西汉时设置的小城，此地尽集烟锁江南之美，回廊亭榭，山色空蒙，烟水淼淼，想英雄身影乍隐乍现于雾锁烟笼，披甲横剑，临水伫立，衣带当风，阅师点将，以时来风送之姿，立不世功业……	1018	扬州南	水域
