id	人物名称	内容对白	脚本对白	图片名称	talkid	对话类型
114003	严白虎	哈哈，中埋伏了吧？		UI_Juqing_T_Chenlan.img	114003	1
114004	严白虎	哼，你给我等着！我们还会见面的！		UI_Juqing_T_Chenlan.img	114004	1
114005	严黑虎	我家兄长不会放过你的！		UI_Juqing_T_weixu.img	114005	1
114006	Player	咦？严白虎竟然不在？			114006	2
114007		攻破政厅！			114007	0
114008	严白虎	哈哈，你以为你要赢了？看招！		UI_Juqing_T_Chenlan.img	114008	1
114009	Player	受死吧！			114009	2
114010	严白虎	啊X_X		UI_Juqing_T_Chenlan.img	114009	1
114011	Player	攻破政厅，收复吴县！			114010	2
114012		攻破政厅			114011	0
114013	Player	吴县是我军的了！			114012	2
114014	严白虎	吴县是我的！去死去死去死！		UI_Juqing_T_Chenlan.img	114013	1
114015		击败严白虎！			114014	0
115001	Player	会稽是江东大郡，不容有失！全军出击！			115001	2
115002		攻占会稽！			115002	0
115003	太史慈	全军突击！		UI_Juqing_T_taishici.img	115003	1
115004	太史慈	暂且撤军！		UI_Juqing_T_taishici.img	115004	1
115005	太史慈	吃我一刀！		UI_Juqing_T_taishici.img	115005	1
115006	Player	将军威武，何不投降？			115006	2
115007	太史慈	主公快些开门，咱们据城而守！		UI_Juqing_T_taishici.img	115006	1
115008	刘繇	废物，从东侧走北门！		UI_Juqing_T_liupan.img	115006	1
115009		追踪太史慈			115007	0
115010	神亭小将	来人止步！		UI_Juqing_T_Gongsunzan.img	115008	1
115011	Player	……			115008	2
115012	神亭小将	看来将军已经脱离战场了……		UI_Juqing_T_Gongsunzan.img	115009	1
115013	太史慈	为何不开门……		UI_Juqing_T_taishici.img	115010	1
115014	Player	太史将军可愿投降？			115011	2
115015	太史慈	罢了，我不愿与旧主对阵，还请将军相助！		UI_Juqing_T_taishici.img	115011	1
115016		击败刘繇			115012	0
115017	刘繇	别过来！我可是汉室宗亲！！		UI_Juqing_T_liupan.img	115013	1
115018	Player	你徒为扬州刺史，不能保一方安宁，不能人尽其才，也配当汉室宗亲？			115013	2
115019	刘繇	我……我和你拼了！		UI_Juqing_T_liupan.img	115013	1
115020	刘繇	你给我等着！		UI_Juqing_T_liupan.img	115014	1
115021	Player	哼，宵小之徒！			115014	2
116001	Player	约好了与太史慈兵分两路攻打永宁，我却遭遇风浪被吹至此处。			116001	2
116002	Player	占领夷洲再想办法查看永宁吧！			116001	2
116003		攻占夷洲			116002	0
116004	巴旦木	汉人！离开这里！夷洲是我们的！		UI_Juqing_T_Shanzei.img	116003	1
116005	Player	夷洲即将被孙策大人统治！			116003	2
116006	巴旦木	贪婪的汉人，你会遭报应的！		UI_Juqing_T_Shanzei.img	116004	1
116007	巴桐木	贪婪的汉人！这就是你的报应！		UI_Juqing_T_Tufei.img	116005	1
116008	斥候	不好！士卒无力，我军攻击力降低了！		UI_Juqing_T_Chuanlingbing.img	116005	1
116009	Player	诅咒还没有消失么……			116006	2
116010	巴巫	呵呵呵呵……		UI_Juqing_T_Tufei.img	116007	1
116011	Player	臣服，还是毁灭？			116008	2
116012	巴铁木	汉人！问问我的兵刃吧！		UI_Juqing_T_Shanzei.img	116008	1
116013	巴铁木	我的兵刃告诉我臣服……		UI_Juqing_T_Shanzei.img	116009	1
117001	Player	终于回到了大陆！咦？前方为何火光冲天？			117001	2
117002		前去查看！			117002	0
117003	建安守将	我军要为你等保卫家园，快给我们筹备粮草！		UI_Juqing_T_Lifeng.img	117003	1
117004	百姓	这些粮食是我们明年的种子啊T_T		UI_Juqing_T_Jiading.img	117003	1
117005	Player	奸贼受死！			117003	2
117006	百姓	多谢将军相助！听说太史将军将从东北方向进攻！		UI_Juqing_T_Jiading.img	117004	1
117007	Player	前方有两条路，是去接应太史将军，还是直接攻城？			117005	2
117008	Player	全军出击，攻占建安！			117006	2
117009		击败建安守将！			117007	0
117010	Player	糟糕，中伏了！			117008	2
117011	Player	前去攻下东北据点，接应太史将军！			117009	2
117012	Player	杀！			117010	2
117013	太史慈	多谢！城西无人守卫，请将军做先锋，进攻建安！！		UI_Juqing_T_taishici.img	117011	1
117014	Player	不好！好多伏军！			117012	2
117015	贺齐	想要建安？那就大败我吧！		UI_Juqing_T_taishici.img	117013	1
117016	贺齐	你击败了我！建安是你的了！		UI_Juqing_T_taishici.img	117014	1
118000	Player	一伙匪徒霸占了柴桑，正好借此机会统一扬州！			118000	2
118001		收复柴桑！			118001	0
118002	蒋石	哪里来的小子，这柴桑被我们占了！快滚！		UI_Juqing_T_Wanghong.img	118002	1
118003	蒋石	太厉害了，快去通知老大！		UI_Juqing_T_Wanghong.img	118003	1
118004	Player	哼，连城门都不知道修！			118003	2
118005	Player	就是你攻占了柴桑？			118004	2
118006	蒋钦	嘿嘿，可不就是我？		UI_Juqing_T_Wanghong.img	118004	1
118007	Player	将军武功高强，何不归降我军？			118005	2
118008	蒋钦	我在鄱阳逍遥自在，谁愿意归降？撤退撤退！		UI_Juqing_T_Wanghong.img	118005	1
118009	蒋钦	该死，竟然追到了这里……		UI_Juqing_T_Wanghong.img	118006	1
118010	蒋钦	继续撤退！继续撤退！！		UI_Juqing_T_Wanghong.img	118007	1
118011	周泰	来着止步！		UI_Juqing_T_zhoutai.img	118008	1
118012	周泰	唔……好强……		UI_Juqing_T_zhoutai.img	118009	1
118013	周泰	我绝不甘心失败！		UI_Juqing_T_zhoutai.img	118010	1
118014	周泰	……		UI_Juqing_T_zhoutai.img	118011	1
118015	Player	两位壮士，请赐教！			118012	2
118016	蒋钦	撤退！		UI_Juqing_T_Wanghong.img	118013	1
118017	周泰	有本事我们鄱阳见！		UI_Juqing_T_zhoutai.img	118013	1
119001	Player	鄱阳水匪的据点就在山顶，全军出击！			119001	2
119002	周泰	小子，中埋伏了吧！		UI_Juqing_T_zhoutai.img	119002	1
119003	周泰	哼，算你厉害！		UI_Juqing_T_zhoutai.img	119003	1
119004	蒋钦	竟然打到家门口了……		UI_Juqing_T_Wanghong.img	119004	1
119005	蒋钦	退路已绝，破釜沉舟一战！		UI_Juqing_T_Wanghong.img	119005	1
119006	周泰	蒋大哥，我来助你！		UI_Juqing_T_zhoutai.img	119006	1
119007	Player	二位将军，可愿归降我军？			119007	2
119008	周泰	我等愿降！		UI_Juqing_T_zhoutai.img	119007	1
119009	蒋钦	我等特献扬州鼎给将军！		UI_Juqing_T_Wanghong.img	119007	1
119010		获得扬州鼎的认可			119008	0
120001	步骘	孙权大人派我治理交州，这一切就从苍梧开始吧。有劳将军护送了！		UI_Juqing_T_lvmeng.img	120001	1
120002	Player	请！			120001	2
120003		接管苍梧			120002	0
120004	山贼	嘿嘿嘿，此路不通！！		UI_Juqing_T_Shanzei.img	120003	1
120005	Player	糟糕，中埋伏了！			120003	2
120006	山贼头	我们只是受人之托T_T		UI_Juqing_T_Shanzei.img	120004	1
120007	吴用	嗯？你们一定是城外山贼的密探，快快受死吧！		UI_Juqing_T_Wanghong.img	120005	1
120008	步骘	我等受孙权大人之令，前来接收苍梧！		UI_Juqing_T_lvmeng.img	120006	1
120009	吴用	快快开城！！		UI_Juqing_T_Wanghong.img	120006	1
120010	步骘	还请吴巨太守交出苍梧统治权。		UI_Juqing_T_lvmeng.img	120007	1
120011	吴巨	哼，我不服！！		UI_Juqing_T_Wanghong.img	120007	1
120012		击败吴巨			120008	0
120013	步骘	以此为据点，统一整个交州吧!		UI_Juqing_T_lvmeng.img	120009	1
121000	Player	合浦太守夷廖拒不听令，新任交州刺史步骘特令我来讨伐，希望一切顺利。			121000	2
121001		接管合浦！			121001	0
121002	夷廖	步骘的走狗，受死吧！		UI_Juqing_T_Dingfang.img	121002	1
121003	小兵	将军饶命，我是假扮的夷廖，夷廖出城去了T_T		UI_Juqing_T_Chuanlingbing.img	121003	1
121004	Player	哼，全军追击！			121003	2
121005		追击夷廖！			121004	0
121006	Player	糟糕，中伏了！			121005	2
121007	夷廖	可恶，竟然追到了这里……		UI_Juqing_T_Dingfang.img	121006	1
121008	夷廖	机关算尽……竟然还是失败了……		UI_Juqing_T_Dingfang.img	121007	1
122001	Player	朱崖太守钱博是夷廖的好兄弟，为了复仇发动了叛乱……			122001	2
122002	Player	斥候说前方可以突袭他，希望一切顺利……			122001	2
122003		突袭钱博！			122002	0
122004	钱博	什么！竟然有埋伏！！		UI_Juqing_T_Dingfang.img	122003	1
122005	钱博	哈哈，中埋伏了吧！		UI_Juqing_T_Dingfang.img	122004	1
122006	钱博	哼，你给我等着……		UI_Juqing_T_Dingfang.img	122005	1
122007		追击钱博			122006	0
122008	钱博	混蛋！为什么门打不开？		UI_Juqing_T_Dingfang.img	122007	1
122009	钱国	T_T		UI_Juqing_T_Dingfang.img	122007	1
122010	钱博	可恶……撤退！！		UI_Juqing_T_Dingfang.img	122008	1
122011		追击钱博			122009	0
122012	钱博	竟然无处可逃了……		UI_Juqing_T_Dingfang.img	122010	1
122013	Player	叛贼，受死！！			122011	2
122014	钱博	啊X_X		UI_Juqing_T_Dingfang.img	122011	1
123001	士燮	步骘将军威名远扬，我等愿降。		UI_Juqing_T_Yuantan.img	123001	1
123002	Player	请将军随我前往苍梧！			123001	2
123003	士徽	我会守好家的！		UI_Juqing_T_Yuantan.img	123001	1
123004		护送士燮前往苍梧			123002	0
123005	Player	嗯？城门口就有山贼伏击？			123003	2
123006	士燮	将军见笑了，请继续出发吧！		UI_Juqing_T_Yuantan.img	123004	1
123007	山贼头	呵呵，有人出了重金，士燮狗头留下来吧！		UI_Juqing_T_Shanzei.img	123005	1
123008	山贼头	我交代，是士徽出钱让我来杀你们的T_T		UI_Juqing_T_Shanzei.img	123006	1
123009	士燮	什么！这孽障！！家门不幸，请将军出手相助T_T		UI_Juqing_T_Yuantan.img	123006	1
123010	Player	士燮将军请继续前往苍梧，此处交给我吧！			123006	2
123011		击败士徽			123007	0
123012	士徽	哈哈哈哈，孙权的走狗，交趾绝不屈服！		UI_Juqing_T_Yuantan.img	123008	1
123013		伏兵出现			123009	0
123014	士徽	我……不……服……		UI_Juqing_T_Yuantan.img	123010	1
124001	Player	陈仓把守森严，丞相令咱们走小路			124001	2
124002		走小路偷袭陈仓！			124002	0
124003	Player	不能走漏消息，杀掉这伙山贼！			124003	2
124004	张郃	哈哈哈哈，我就知道你们会走小路！		UI_Juqing_T_Zhanghe.img	124004	1
124005	Player	不好！有埋伏！			124004	2
124006	张颌	呃……我的膝盖中了一箭……		UI_Juqing_T_Zhanghe.img	124005	1
124007	Player	胜利在望！			124006	2
124008	Player	绝对不能走路消息			124007	2
124009	郝昭	什么！敌军竟然从后面过来了！		UI_Juqing_T_Haozhao.img	124008	1
124010	郝昭	来让我看看你的力量吧！		UI_Juqing_T_Haozhao.img	124009	1
124011	郝昭	对不起……我没能守住陈仓……		UI_Juqing_T_Haozhao.img	124010	1
124012	Player	是诸葛丞相算无遗策！			124010	2
125001	马谡	街亭山上地势险要，易守难攻，我们去那里驻守好啦！		UI_Juqing_T_Masu.img	125001	1
125002	Player	这……			125001	2
125003		护送马谡			125002	0
125004	马谡	看看，这地方这么好，司马懿竟然不派人来把守，真是便宜了我军，哈哈哈！		UI_Juqing_T_Masu.img	125003	1
125005	司马昭	呵呵呵，多谢马谡将军提醒！		UI_Juqing_T_Simazhao.img	125003	1
125006		保护马谡！			125004	0
125007	马谡	看来司马老贼早有准备，快快撤军！从西边走！！		UI_Juqing_T_Masu.img	125005	1
125008	马谡	这里也有伏兵！！		UI_Juqing_T_Masu.img	125006	1
125009	司马师	我等在此恭候多时了！		UI_Juqing_T_Yuantan.img	125007	1
125010	司马师	呵呵，后会有期！		UI_Juqing_T_Yuantan.img	125008	1
125011	司马懿	哦？你们就这样走了？不留下点什么么？		UI_Juqing_T_Simayi.img	125009	1
125012	Player	哼……			125009	2
125013	司马懿	呵呵呵呵，我们还会再见面的！		UI_Juqing_T_Simayi.img	125010	1
126001	Player	强出子午，奔袭长安，丞相不听，我们就自己来！			126001	2
126002		强出子午！			126002	0
126003	Player	不好，中埋伏了！			126003	2
126004	魏平	！哪里来的敌军！		UI_Juqing_T_weixu.img	126004	1
126005	魏续	攻我关隘，真是猖狂！		UI_Juqing_T_weixu.img	126005	1
126006	魏续	啊X_X		UI_Juqing_T_weixu.img	126006	1
126007	Player	继续前进！			126006	2
126008		离开子午谷！			126007	0
126009	杨仪	站住！未得丞相丞相命令，谁都不许从子午谷出去！		UI_Juqing_T_Yangqiu.img	126008	1
126010	Player	长安近在咫尺，恕我不能从命！			126008	2
126011	杨仪	哼，敢抗令不遵？		UI_Juqing_T_Yangqiu.img	126008	1
126012		击败杨仪			126009	0
126013	杨仪	你给我等着，丞相会给我做主的！		UI_Juqing_T_Yangqiu.img	126010	1
126014	Player	全军！朝长安进军！！			126010	2
127001	Player	长安在望，魏延将军令我等出兵东南之门，声东击西。全军出发！			127001	2
127002		长安东南安营！			127002	0
127003	许综	啊？哪里来的敌军？？		UI_Juqing_T_Qiuliju.img	127003	1
127004	Player	快，通过关隘，速速前去安营！			127004	2
127005	Player	攻占此处！			127005	2
127006	典满	什么？竟然有敌军在长安东南出现了？随我去攻破他们！		UI_Juqing_T_Dianwei.img	127006	1
127007		部分守军被引出			127007	0
127008	夏侯充	什么？典满竟然败了？全军随我去看看！		UI_Juqing_T_weixu.img	127008	1
127009		部分守军被引出			127009	0
127010	夏侯霸	呵呵，这群蠢货，一群流寇都打不过，诸位，随我上！		UI_Juqing_T_Wanghong.img	127010	1
127011		部分守军被引出			127011	0
127012	夏侯玄	这伙流寇不简单啊……还是要去探查一番……		UI_Juqing_T_megnda.img	127012	1
127013		所有守军被引出			127013	0
127014	魏延	计划成功，所有守军都被击败了！全军出击、攻占长安！		UI_Juqing_T_weiyan.img	127014	1
127015	魏延	计划失败，算了，全军强行进攻！		UI_Juqing_T_weiyan.img	127015	1
127016	夏侯楙	卫兵！卫兵！！快来救我！		UI_Juqing_T_yangzuo.img	127016	1
127017	诸葛亮	看来是我错了，我军马上就可以攻占长安了……		UI_Juqing_T_Zhugeliang.img	127017	1
127018	斥候	丞相出现，我军士气大振，攻击力提高一倍！		UI_Juqing_T_Chuanlingbing.img	127017	1
127019	司马懿	差点来不及！！！		UI_Juqing_T_simayi.img	127018	1
127020		长安援军出现！			127019	0
127021	司马懿	功亏一篑啊……		UI_Juqing_T_simayi.img	127021	1
127022	魏延	长安是我军的了！		UI_Juqing_T_weiyan.img	127021	1
127023	诸葛亮	汉室复兴有望了T_T		UI_Juqing_T_Zhugeliang.img	127021	1
127024		获得雍鼎的认可！			127022	0
128001	张扬	我有心出兵勤王，但是白波贼频频来袭，还请将军相助！		UI_Juqing_T_Yuejin.img	128001	1
128002		抵御白波贼入侵！			128002	0
128003	张扬	不要放松警惕！		UI_Juqing_T_Yuejin.img	128003	1
128004	张扬	还有敌军！		UI_Juqing_T_Yuejin.img	128004	1
128005	张扬	山上就是白波贼据点，还请将军出手，斩草除根！		UI_Juqing_T_Yuejin.img	128005	1
128006	杨奉	哈哈，中计了吧！我兄弟李乐派兵去偷袭张扬啦！		UI_Juqing_T_Yanliang.img	128006	1
128007		张扬遭袭！			128007	2
128008	杨奉	怎么这么强……		UI_Juqing_T_Yanliang.img	128008	1
128009	李乐	我们老大不会放过你的！X_X		UI_Juqing_T_Wanghong.img	128009	1
128010	张扬	白波后患已除，我们这就出兵勤王吧！		UI_Juqing_T_Yuejin.img	128009	1
128011		离开河内！			128010	0
128012	郭太	站住！伤了我兄弟，竟然想跑么？吃我一刀！		UI_Juqing_T_Hansui.img	128011	1
128013	Player	最后的障碍也解决了，全军出发！			128012	2
129001	斥候	启禀将军，据说李儒要毒杀弘农王！请将军速速发兵救援！！		UI_Juqing_T_Chuanlingbing.img	129001	1
129002		击败李儒！			129002	0
129003	李肃	董卓大人有令，任何人不得接近弘农！		UI_Juqing_T_Lidian.img	129003	1
129004	李肃	撤退！带着我的积蓄撤退！		UI_Juqing_T_Lidian.img	129004	1
129005		弘农南面似有蹊跷！			129005	0
129006	徐荣	哼，我就知道李肃这家伙不靠谱！		UI_Juqing_T_Xurong.img	129006	1
129007	Player	李儒就在前面！！			129007	2
129008	刘辩	速来护驾！！！		UI_Juqing_T_Liupan.img	129007	1
129009	李儒	嗯？竟然被人闯到这里了……		UI_Juqing_T_Simazhao.img	129008	1
129010	李儒	罢了，一个废帝而已……撤退！		UI_Juqing_T_Simazhao.img	129009	1
129011	刘辩	将军，请你将我护送到洛阳！		UI_Juqing_T_Liupan.img	129009	1
129012		护送刘辩前往洛阳！			129010	0
129013	张济	来着止步！没有董卓大人的命令，弘农王不许出弘农一步！		UI_Juqing_T_Guanhai.img	129011	1
129014	Player	放肆！			129011	2
129015	Player	哼，宵小之徒，不值一提！			129012	2
129016	吕布	哼，弘农王去哪儿？		UI_Juqing_T_Lvbu.img	129013	1
129017		吕布军出现！			129014	0
129018	Player	洛阳……			129015	2
129019	刘辩	什么！？朕竟然死在这里		UI_Juqing_T_Liupan.img	129016	1
130001	Player	洛阳……			130001	2
130002		前往洛阳！			130002	0
130003	Player	洛阳城外竟然有乱军拦路？			130003	2
130004		继续前进			130004	0
130005	牛辅	哈哈，又有肥羊啦！		UI_Juqing_T_niujin.img	130005	1
130006	Player	天子脚下，竟敢如此！受死！			130005	2
130007	Player	天子脚下，竟然纷乱丛生，此处必有蹊跷！			130006	2
130008	胡轸	站住！交过路费！		UI_Juqing_T_megnda.img	130007	1
130009	Player	……			130007	2
130010	Player	此处为何会有一个不可复活兵力的据点，实在诡异，到前方查看一番！！			130009	2
130011	吕布	蝼蚁，止步！		UI_Juqing_T_lvbu.img	130010	1
130012	吕布	竟然比上次见面还强了么……		UI_Juqing_T_lvbu.img	130011	1
130013	董卓	哈哈哈哈，中计了！		UI_Juqing_T_Dongzhuo.img	130012	1
130014	董卓	我的……酒池肉林……		UI_Juqing_T_Dongzhuo.img	130013	1
130015	吕布	竟然这样也输了……		UI_Juqing_T_lvbu.img	130013	1
130016	高顺	……		UI_Juqing_T_Gaoshun.img	130013	1
130017	Player	董卓已死，我军士气大振！			130013	2
130018	Player	陛下，我们来救您了！			130017	2
130019	刘协	救朕？朕乃天子，何须别人救？		UI_Juqing_T_Yuanshao.img	130017	1
130020	Player	陛下……			130017	2
130021	卫兵	小心！！		UI_Juqing_T_Chuanlingbing.img	130017	1
130022		制服刘协！			130021	0
130023	刘协	朕乃万岁！朕不会败！！		UI_Juqing_T_Yuanshao.img	130022	1
130024	刘协	可恶！		UI_Juqing_T_Yuanshao.img	130023	1
130025	刘协	我要和你同归于尽！！		UI_Juqing_T_Yuanshao.img	130024	1
130026	刘辩	皇弟被妖星所附，快击破皇城辟邪！		UI_Juqing_T_Wulingshang.img	130024	1
130027		攻破辟邪！			130025	0
130028	刘协	对！这一切都是朕的阴谋！朕不甘心！！		UI_Juqing_T_Yuanshao.img	130026	1
130029	Player	终于……结束了……			130026	2
150000	曹操	攻下四个辟邪，就能攻下此城！		UI_Juqing_T_Caocao.img	150000	1
150001		攻破四个辟邪！			150001	0
150002	曹操	我军士气大振，护甲上升一倍！		UI_Juqing_T_Caocao.img	150002	1
150003	曹操	击败三个外城守将，会使城内士兵动摇！攻破三座外城城门，我也会率军前来！		UI_Juqing_T_Caocao.img	150003	1
150004	曹操	城内士气大跌，伤害降低50%！		UI_Juqing_T_Caocao.img	150004	1
150005	曹操	击败三个皇城守将，会使城内士兵动摇！攻破三座皇城城门，大事可定！		UI_Juqing_T_Caocao.img	150005	1
150006	曹操	击败皇城守将，皇城士兵大动摇！！		UI_Juqing_T_Caocao.img	150006	1
150007	曹操	四个辟邪都已攻破，邺城归属于我军了！！		UI_Juqing_T_Caocao.img	150007	1
150008	曹操	皇城在前，胜利再往，我在此为诸君擂鼓助威！		UI_Juqing_T_Caocao.img	150008	1
150009	曹操	我军可以在皇城内出兵，敌军士气大跌！		UI_Juqing_T_Caocao.img	150009	1
151000	刘备	攻下四个辟邪，就能攻下此城！		UI_Juqing_T_Liubei.img	151000	1
151001		攻破四个辟邪！			151001	0
151002	刘备	我军士气大振，护甲上升一倍！		UI_Juqing_T_Liubei.img	151002	1
151003	刘备	击败三个外城守将，会使城内士兵动摇！攻破三座外城城门，我也会率军前来！		UI_Juqing_T_Liubei.img	151003	1
151004	刘备	城内士气大跌，伤害降低50%！		UI_Juqing_T_Liubei.img	151004	1
151005	刘备	击败三个皇城守将，会使城内士兵动摇！攻破三座皇城城门，大事可定！		UI_Juqing_T_Liubei.img	151005	1
151006	刘备	击败皇城守将，皇城士兵大动摇！！		UI_Juqing_T_Liubei.img	151006	1
151007	刘备	四个辟邪都已攻破，成都归属于我军了！！		UI_Juqing_T_Liubei.img	151007	1
151008	刘备	皇城在前，胜利再往，我在此为诸君擂鼓助威！		UI_Juqing_T_Liubei.img	151008	1
151009	刘备	我军可以在皇城内出兵，敌军士气大跌！		UI_Juqing_T_Liubei.img	151009	1
152000	孙坚	攻下四个辟邪，就能攻下此城！		UI_Juqing_T_Sunjian.img	152000	1
152001		攻破四个辟邪！			152001	0
152002	孙坚	我军士气大振，护甲上升一倍！		UI_Juqing_T_Sunjian.img	152002	1
152003	孙坚	击败三个外城守将，会使城内士兵动摇！攻破三座外城城门，我也会率军前来！		UI_Juqing_T_Sunjian.img	152003	1
152004	孙坚	城内士气大跌，伤害降低50%！		UI_Juqing_T_Sunjian.img	152004	1
152005	孙坚	击败三个皇城守将，会使城内士兵动摇！攻破三座皇城城门，大事可定！		UI_Juqing_T_Sunjian.img	152005	1
152006	孙坚	击败皇城守将，皇城士兵大动摇！！		UI_Juqing_T_Sunjian.img	152006	1
152007	孙坚	四个辟邪都已攻破，建业归属于我军了！！		UI_Juqing_T_Sunjian.img	152007	1
152008	孙坚	皇城在前，胜利再往，我在此为诸君擂鼓助威！		UI_Juqing_T_Sunjian.img	152008	1
152009	孙坚	我军可以在皇城内出兵，敌军士气大跌！		UI_Juqing_T_Sunjian.img	152009	1
153000	刘备	是吕布！我们打不过他，快攻破政厅！		UI_Juqing_T_Liubei.img	153000	1
153001		击破政厅			153001	0
154000	刘备	小心！黄巾来袭！		UI_Juqing_T_Liubei.img	154000	1
154001		保护政厅！			154001	0
155000	曹操	是吕布！我们打不过他，快攻破政厅！		UI_Juqing_T_Caocao.img	155000	1
155001		击破政厅			155001	0
156000	曹操	小心！黄巾来袭！		UI_Juqing_T_Caocao.img	156000	1
156001		保护政厅！			156001	0
157000	孙坚	是吕布！我们打不过他，快攻破政厅！		UI_Juqing_T_Sunjian.img	157000	1
157001		击破政厅			157001	0
158000	孙坚	小心！黄巾来袭！		UI_Juqing_T_Sunjian.img	158000	1
158001		保护政厅！			158001	0
200001	吕布	神将护体，全面提升自身属性。		UI_Juqing_T_Lvbu.img	200001	1
200002	吕布	群魔乱舞，反伤所受伤害。		UI_Juqing_T_Lvbu.img	200002	1
200003	吕布	十方横扫！		UI_Juqing_T_Lvbu.img	200003	1
200004	吕布	有吾在此，谁敢放肆！！		UI_Juqing_T_Lvbu.img	200004	1
200005	吕布	居然有人敢来挑战本将军，看戟！		UI_Juqing_T_Lvbu.img	200005	1
200006	吕布	十方横扫！		UI_Juqing_T_Lvbu.img	200006	1
200007	吕布	呃…，我已经尽力了……		UI_Juqing_T_Lvbu.img	200007	1
200011	张角	急急如律令，落雷术！		UI_Juqing_T_Zhangjiao.img	200011	1
200012	张角	神兵火急如律令，火帝招来！		UI_Juqing_T_Zhangjiao.img	200012	1
200013	张角	"漫天雷鼓震,鬼神影无踪，天雷咒！"		UI_Juqing_T_Zhangjiao.img	200013	1
200014	张角	苍天已死，黄天当立，挡我者死！		UI_Juqing_T_Zhangjiao.img	200014	1
200015	张角	不自量力！你们这是在逆天行事！		UI_Juqing_T_Zhangjiao.img	200015	1
200016	张角	天亡我也！！天亡我也！！		UI_Juqing_T_Zhangjiao.img	200016	1
200021	徐荣	反魂蝶八分咲，盛开吧西行妖！		UI_Juqing_T_Xurong.img	200021	1
200022	徐荣	我早已饥渴难耐！何人敢来一战！		UI_Juqing_T_Xurong.img	200022	1
200023	徐荣	百步穿杨！		UI_Juqing_T_Xurong.img	200023	1
200024	徐荣	自舍其身，施于天下。		UI_Juqing_T_Xurong.img	200024	1
200025	徐荣	我…永不背弃		UI_Juqing_T_Xurong.img	200025	1
200031	纪灵	听风吹雪夜，生死共存时~~		UI_Juqing_T_jiling.img	200031	1
200032	纪灵	君何不惜命~~~~~~		UI_Juqing_T_jiling.img	200032	1
200033	纪灵	汝之伤，吾与君同承 ！		UI_Juqing_T_jiling.img	200033	1
200034	纪灵	汝之伤，吾与君同承 ！		UI_Juqing_T_jiling.img	200034	1
200035	纪灵	好样的！居然妨碍了我列阵！（赞无）		UI_Juqing_T_jiling.img	200035	1
200036	纪灵	反弹之阵！壹！		UI_Juqing_T_jiling.img	200036	1
200037	纪灵	反弹之阵！贰！		UI_Juqing_T_jiling.img	200037	1
200038	纪灵	反弹之阵！叁！		UI_Juqing_T_jiling.img	200038	1
200039	纪灵	君何不听我一言~~~~~		UI_Juqing_T_jiling.img	200039	1
200041	张绣	万箭穿！		UI_Juqing_T_Quyi.img	200041	1
200042	张绣	无双剑雨！		UI_Juqing_T_Quyi.img	200042	1
200043	张绣	万雷箭！		UI_Juqing_T_Quyi.img	200043	1
200044	张绣	好久没和人动手了，身体都快生锈了！		UI_Juqing_T_Quyi.img	200044	1
200045	张绣	就和你过几招当热身吧。		UI_Juqing_T_Quyi.img	200045	1
200046	张绣	好久没打得这么舒坦了！		UI_Juqing_T_Quyi.img	200046	1
200051	颜良	结印！列阵！		UI_Juqing_T_Yanliang.img	200051	1
200052	颜良	上将颜良在此！		UI_Juqing_T_Yanliang.img	200052	1
200053	颜良	弯弓射大雕！		UI_Juqing_T_Yanliang.img	200053	1
200054	颜良	蛊惑众生！		UI_Juqing_T_Yanliang.img	200054	1
200055	颜良	输便是输！		UI_Juqing_T_Yanliang.img	200055	1
200061	文丑	舍身决！		UI_Juqing_T_Wenchou.img	200061	1
200062	文丑	尝尝我的反弹之铠吧！		UI_Juqing_T_Wenchou.img	200062	1
200063	文丑	舍身决！		UI_Juqing_T_Wenchou.img	200063	1
200064	文丑	袁公帐下上将文丑在此！		UI_Juqing_T_Wenchou.img	200064	1
200065	文丑	你就是那个不要命的么！		UI_Juqing_T_Wenchou.img	200065	1
200066	文丑	舍身决！		UI_Juqing_T_Wenchou.img	200066	1
200067	文丑	我居然输了，我不信！		UI_Juqing_T_Wenchou.img	200067	1
200071	马腾	吾乃西凉锦马腾，尔等速速离去！		UI_Juqing_T_Yanxing.img	200071	1
200072	马腾	秉忠贞之志，守谦退之节！		UI_Juqing_T_Yanxing.img	200072	1
200073	马腾	战，实非吾之真意。		UI_Juqing_T_Yanxing.img	200073	1
200074	马腾	自舍其身，施于天下。反伤！		UI_Juqing_T_Yanxing.img	200074	1
200075	马腾	好样的！居然妨碍了我的护体之气！（暂无）		UI_Juqing_T_Yanxing.img	200075	1
200076	马腾	自舍其身，施于天下。反伤！		UI_Juqing_T_Yanxing.img	200076	1
200077	马腾	自舍其身，施于天下。反伤！		UI_Juqing_T_Yanxing.img	200077	1
200078	马腾	自舍其身，施于天下。反伤！		UI_Juqing_T_Yanxing.img	200078	1
200079	马腾	败，亦顺天意！		UI_Juqing_T_Yanxing.img	200079	1
200081	吕布	骑兵列队，准备突围！		UI_Juqing_T_Lvbu.img	200081	1
200082	吕布	"稳重行军,百战不殆! "		UI_Juqing_T_Lvbu.img	200082	1
200083	吕布	全军突击~终焉乱舞！		UI_Juqing_T_Lvbu.img	200083	1
200084	吕布	众将听令！摆好阵势，御敌！		UI_Juqing_T_Lvbu.img	200084	1
200085	吕布	众将听令！摆好阵势，御敌！		UI_Juqing_T_Lvbu.img	200085	1
