将卡	神器Abstractid	组合名称	描述	备注	攻速	CD缩减	移动速度	护甲值	法术抗性	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	abstractid	物伤加成	法伤加成	回复效果
|8874|8875|8876|8877|8878|8879|	|50623|	诸葛羽扇	攻击+12%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低50%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外70%伤害，且降低其20点士气	徐庶							120																					23423			
|9794|9795|9796|9797|9798|9799|	|50623|	诸葛羽扇	攻击+12%/n普通攻击有19%概率使敌方受到的法术伤害增加35%，持续5秒	周瑜							120																					23013			
|10124|10125|10126|10127|10128|10129|	|50623|	诸葛羽扇	物伤反弹+12%/n普通攻击有19%概率提高自身20%护甲，持续5秒	孟获																				120								23133			
|10284|10285|10286|10287|10288|10289|	|50623|	诸葛羽扇	生命+12%/n普通攻击有19%概率提高自身20%生命上限，持续10秒	审配								120																				23173			
|8264|8265|8266|8267|8268|8269|	|50624|	诸葛羽扇	攻速+12.5%/n释放技能有40%概率获得50%的CD缩减效果，持续30秒	荀彧	125																											23263			
|8764|8765|8766|8767|8768|8769|	|50624|	诸葛羽扇	法术穿透+12.5%/n释放技能对携带周瑜和司马懿的部队造成额外140%伤害	诸葛亮															125													23373			
|8874|8875|8876|8877|8878|8879|	|50624|	诸葛羽扇	攻击+12.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低50%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外70%伤害，且降低其20点士气	徐庶							125																					23423			
|9794|9795|9796|9797|9798|9799|	|50624|	诸葛羽扇	攻击+12.5%/n普通攻击有19%概率使敌方受到的法术伤害增加35%，持续5秒	周瑜							125																					23013			
|10124|10125|10126|10127|10128|10129|	|50624|	诸葛羽扇	物伤反弹+12.5%/n普通攻击有19%概率提高自身20%护甲，持续5秒	孟获																				125								23133			
|10284|10285|10286|10287|10288|10289|	|50624|	诸葛羽扇	生命+12.5%/n普通攻击有19%概率提高自身20%生命上限，持续10秒	审配								125																				23173			
|8264|8265|8266|8267|8268|8269|	|50625|	诸葛羽扇	攻速+13%/n释放技能有50%概率获得50%的CD缩减效果，持续30秒	荀彧	130																											23264			
|8764|8765|8766|8767|8768|8769|	|50625|	诸葛羽扇	法术穿透+13%/n释放技能对携带周瑜和司马懿的部队造成额外170%伤害	诸葛亮															130													23374			
|8874|8875|8876|8877|8878|8879|	|50625|	诸葛羽扇	攻击+13%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低60%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外90%伤害，且降低其25点士气	徐庶							130																					23424			
|9794|9795|9796|9797|9798|9799|	|50625|	诸葛羽扇	攻击+13%/n普通攻击有22%概率使敌方受到的法术伤害增加40%，持续5秒	周瑜							130																					23014			
|10124|10125|10126|10127|10128|10129|	|50625|	诸葛羽扇	物伤反弹+13%/n普通攻击有22%概率提高自身25%护甲，持续5秒	孟获																				130								23134			
|10284|10285|10286|10287|10288|10289|	|50625|	诸葛羽扇	生命+13%/n普通攻击有22%概率提高自身20%生命上限，持续10秒	审配								130																				23174			
|8264|8265|8266|8267|8268|8269|	|50626|	诸葛羽扇	攻速+13.5%/n释放技能有50%概率获得50%的CD缩减效果，持续30秒	荀彧	135																											23264			
|8764|8765|8766|8767|8768|8769|	|50626|	诸葛羽扇	法术穿透+13.5%/n释放技能对携带周瑜和司马懿的部队造成额外170%伤害	诸葛亮															135													23374			
|8874|8875|8876|8877|8878|8879|	|50626|	诸葛羽扇	攻击+13.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低60%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外90%伤害，且降低其25点士气	徐庶							135																					23424			
|9794|9795|9796|9797|9798|9799|	|50626|	诸葛羽扇	攻击+13.5%/n普通攻击有22%概率使敌方受到的法术伤害增加40%，持续5秒	周瑜							135																					23014			
|10124|10125|10126|10127|10128|10129|	|50626|	诸葛羽扇	物伤反弹+13.5%/n普通攻击有22%概率提高自身25%护甲，持续5秒	孟获																				135								23134			
|10284|10285|10286|10287|10288|10289|	|50626|	诸葛羽扇	生命+13.5%/n普通攻击有22%概率提高自身20%生命上限，持续10秒	审配								135																				23174			
|8264|8265|8266|8267|8268|8269|	|50627|	诸葛羽扇	攻速+14%/n释放技能有50%概率获得50%的CD缩减效果，持续30秒	荀彧	140																											23264			
|8764|8765|8766|8767|8768|8769|	|50627|	诸葛羽扇	法术穿透+14%/n释放技能对携带周瑜和司马懿的部队造成额外170%伤害	诸葛亮															140													23374			
|8874|8875|8876|8877|8878|8879|	|50627|	诸葛羽扇	攻击+14%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低60%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外90%伤害，且降低其25点士气	徐庶							140																					23424			
|9794|9795|9796|9797|9798|9799|	|50627|	诸葛羽扇	攻击+14%/n普通攻击有22%概率使敌方受到的法术伤害增加40%，持续5秒	周瑜							140																					23014			
|10124|10125|10126|10127|10128|10129|	|50627|	诸葛羽扇	物伤反弹+14%/n普通攻击有22%概率提高自身25%护甲，持续5秒	孟获																				140								23134			
|10284|10285|10286|10287|10288|10289|	|50627|	诸葛羽扇	生命+14%/n普通攻击有22%概率提高自身20%生命上限，持续10秒	审配								140																				23174			
|8264|8265|8266|8267|8268|8269|	|50628|	诸葛羽扇	攻速+14.5%/n释放技能有50%概率获得50%的CD缩减效果，持续30秒	荀彧	145																											23264			
|8764|8765|8766|8767|8768|8769|	|50628|	诸葛羽扇	法术穿透+14.5%/n释放技能对携带周瑜和司马懿的部队造成额外170%伤害	诸葛亮															145													23374			
|8874|8875|8876|8877|8878|8879|	|50628|	诸葛羽扇	攻击+14.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低60%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外90%伤害，且降低其25点士气	徐庶							145																					23424			
|9794|9795|9796|9797|9798|9799|	|50628|	诸葛羽扇	攻击+14.5%/n普通攻击有22%概率使敌方受到的法术伤害增加40%，持续5秒	周瑜							145																					23014			
|10124|10125|10126|10127|10128|10129|	|50628|	诸葛羽扇	物伤反弹+14.5%/n普通攻击有22%概率提高自身25%护甲，持续5秒	孟获																				145								23134			
|10284|10285|10286|10287|10288|10289|	|50628|	诸葛羽扇	生命+14.5%/n普通攻击有22%概率提高自身20%生命上限，持续10秒	审配								145																				23174			
|8264|8265|8266|8267|8268|8269|	|50629|	诸葛羽扇	攻速+15%/n释放技能有50%概率获得50%的CD缩减效果，持续30秒	荀彧	150																											23264			
|8764|8765|8766|8767|8768|8769|	|50629|	诸葛羽扇	法术穿透+15%/n释放技能对携带周瑜和司马懿的部队造成额外170%伤害	诸葛亮															150													23374			
|8874|8875|8876|8877|8878|8879|	|50629|	诸葛羽扇	攻击+15%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低60%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外90%伤害，且降低其25点士气	徐庶							150																					23424			
|9794|9795|9796|9797|9798|9799|	|50629|	诸葛羽扇	攻击+15%/n普通攻击有22%概率使敌方受到的法术伤害增加40%，持续5秒	周瑜							150																					23014			
|10124|10125|10126|10127|10128|10129|	|50629|	诸葛羽扇	物伤反弹+15%/n普通攻击有22%概率提高自身25%护甲，持续5秒	孟获																				150								23134			
|10284|10285|10286|10287|10288|10289|	|50629|	诸葛羽扇	生命+15%/n普通攻击有22%概率提高自身20%生命上限，持续10秒	审配								150																				23174			
|8264|8265|8266|8267|8268|8269|	|50630|	诸葛羽扇	攻速+15.5%/n释放技能有60%概率获得50%的CD缩减效果，持续30秒	荀彧	155																											23265			
|8764|8765|8766|8767|8768|8769|	|50630|	诸葛羽扇	法术穿透+15.5%/n释放技能对携带周瑜和司马懿的部队造成额外200%伤害	诸葛亮															155													23375			
|8874|8875|8876|8877|8878|8879|	|50630|	诸葛羽扇	攻击+15.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低70%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外110%伤害，且降低其30点士气	徐庶							155																					23425			
|9794|9795|9796|9797|9798|9799|	|50630|	诸葛羽扇	攻击+15.5%/n普通攻击有25%概率使敌方受到的法术伤害增加45%，持续5秒	周瑜							155																					23015			
|10124|10125|10126|10127|10128|10129|	|50630|	诸葛羽扇	物伤反弹+15.5%/n普通攻击有25%概率提高自身30%护甲，持续5秒	孟获																				155								23135			
|10284|10285|10286|10287|10288|10289|	|50630|	诸葛羽扇	生命+15.5%/n普通攻击有25%概率提高自身20%生命上限，持续10秒	审配								155																				23175			
|8264|8265|8266|8267|8268|8269|	|50631|	诸葛羽扇	攻速+16%/n释放技能有60%概率获得50%的CD缩减效果，持续30秒	荀彧	160																											23265			
|8764|8765|8766|8767|8768|8769|	|50631|	诸葛羽扇	法术穿透+16%/n释放技能对携带周瑜和司马懿的部队造成额外200%伤害	诸葛亮															160													23375			
|8874|8875|8876|8877|8878|8879|	|50631|	诸葛羽扇	攻击+16%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低70%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外110%伤害，且降低其30点士气	徐庶							160																					23425			
|9794|9795|9796|9797|9798|9799|	|50631|	诸葛羽扇	攻击+16%/n普通攻击有25%概率使敌方受到的法术伤害增加45%，持续5秒	周瑜							160																					23015			
|10124|10125|10126|10127|10128|10129|	|50631|	诸葛羽扇	物伤反弹+16%/n普通攻击有25%概率提高自身30%护甲，持续5秒	孟获																				160								23135			
|10284|10285|10286|10287|10288|10289|	|50631|	诸葛羽扇	生命+16%/n普通攻击有25%概率提高自身20%生命上限，持续10秒	审配								160																				23175			
|8264|8265|8266|8267|8268|8269|	|50632|	诸葛羽扇	攻速+16.5%/n释放技能有60%概率获得50%的CD缩减效果，持续30秒	荀彧	165																											23265			
|8764|8765|8766|8767|8768|8769|	|50632|	诸葛羽扇	法术穿透+16.5%/n释放技能对携带周瑜和司马懿的部队造成额外200%伤害	诸葛亮															165													23375			
|8874|8875|8876|8877|8878|8879|	|50632|	诸葛羽扇	攻击+16.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低70%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外110%伤害，且降低其30点士气	徐庶							165																					23425			
|9794|9795|9796|9797|9798|9799|	|50632|	诸葛羽扇	攻击+16.5%/n普通攻击有25%概率使敌方受到的法术伤害增加45%，持续5秒	周瑜							165																					23015			
|10124|10125|10126|10127|10128|10129|	|50632|	诸葛羽扇	物伤反弹+16.5%/n普通攻击有25%概率提高自身30%护甲，持续5秒	孟获																				165								23135			
|10284|10285|10286|10287|10288|10289|	|50632|	诸葛羽扇	生命+16.5%/n普通攻击有25%概率提高自身20%生命上限，持续10秒	审配								165																				23175			
|8264|8265|8266|8267|8268|8269|	|50633|	诸葛羽扇	攻速+17%/n释放技能有60%概率获得50%的CD缩减效果，持续30秒	荀彧	170																											23265			
|8764|8765|8766|8767|8768|8769|	|50633|	诸葛羽扇	法术穿透+17%/n释放技能对携带周瑜和司马懿的部队造成额外200%伤害	诸葛亮															170													23375			
|8874|8875|8876|8877|8878|8879|	|50633|	诸葛羽扇	攻击+17%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低70%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外110%伤害，且降低其30点士气	徐庶							170																					23425			
|9794|9795|9796|9797|9798|9799|	|50633|	诸葛羽扇	攻击+17%/n普通攻击有25%概率使敌方受到的法术伤害增加45%，持续5秒	周瑜							170																					23015			
|10124|10125|10126|10127|10128|10129|	|50633|	诸葛羽扇	物伤反弹+17%/n普通攻击有25%概率提高自身30%护甲，持续5秒	孟获																				170								23135			
|10284|10285|10286|10287|10288|10289|	|50633|	诸葛羽扇	生命+17%/n普通攻击有25%概率提高自身20%生命上限，持续10秒	审配								170																				23175			
|8264|8265|8266|8267|8268|8269|	|50634|	诸葛羽扇	攻速+17.5%/n释放技能有60%概率获得50%的CD缩减效果，持续30秒	荀彧	175																											23265			
|8764|8765|8766|8767|8768|8769|	|50634|	诸葛羽扇	法术穿透+17.5%/n释放技能对携带周瑜和司马懿的部队造成额外200%伤害	诸葛亮															175													23375			
|8874|8875|8876|8877|8878|8879|	|50634|	诸葛羽扇	攻击+17.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，且降低70%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外110%伤害，且降低其30点士气	徐庶							175																					23425			
|9794|9795|9796|9797|9798|9799|	|50634|	诸葛羽扇	攻击+17.5%/n普通攻击有25%概率使敌方受到的法术伤害增加45%，持续5秒	周瑜							175																					23015			
|10124|10125|10126|10127|10128|10129|	|50634|	诸葛羽扇	物伤反弹+17.5%/n普通攻击有25%概率提高自身30%护甲，持续5秒	孟获																				175								23135			
|10284|10285|10286|10287|10288|10289|	|50634|	诸葛羽扇	生命+17.5%/n普通攻击有25%概率提高自身20%生命上限，持续10秒	审配								175																				23175			
|8264|8265|8266|8267|8268|8269|	|50635|	诸葛羽扇	攻速+18%/n释放技能有70%概率获得50%的CD缩减效果，持续30秒	荀彧	180																											23266			
|8764|8765|8766|8767|8768|8769|	|50635|	诸葛羽扇	法术穿透+18%/n释放技能对携带周瑜和司马懿的部队造成额外230%伤害	诸葛亮															180													23376			
|8874|8875|8876|8877|8878|8879|	|50635|	诸葛羽扇	攻击+18%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，降低80%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外130%伤害，降低其35点士气；对携带庞统的单位回复30点士气	徐庶							180																					23426			
|9794|9795|9796|9797|9798|9799|	|50635|	诸葛羽扇	攻击+18%/n普通攻击有30%概率使敌方受到的法术伤害增加50%，持续5秒	周瑜							180																					23016			
|10124|10125|10126|10127|10128|10129|	|50635|	诸葛羽扇	物伤反弹+18%/n普通攻击有30%概率提高自身35%护甲，持续5秒	孟获																				180								23136			
|10284|10285|10286|10287|10288|10289|	|50635|	诸葛羽扇	生命+18%/n普通攻击有30%概率提高自身20%生命上限，持续10秒	审配								180																				23176			
|8264|8265|8266|8267|8268|8269|	|50636|	诸葛羽扇	攻速+18.5%/n释放技能有70%概率获得50%的CD缩减效果，持续30秒	荀彧	185																											23266			
|8764|8765|8766|8767|8768|8769|	|50636|	诸葛羽扇	法术穿透+18.5%/n释放技能对携带周瑜和司马懿的部队造成额外230%伤害	诸葛亮															185													23376			
|8874|8875|8876|8877|8878|8879|	|50636|	诸葛羽扇	攻击+18.5%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，降低80%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外130%伤害，降低其35点士气；对携带庞统的单位回复30点士气	徐庶							185																					23426			
|9794|9795|9796|9797|9798|9799|	|50636|	诸葛羽扇	攻击+18.5%/n普通攻击有30%概率使敌方受到的法术伤害增加50%，持续5秒	周瑜							185																					23016			
|10124|10125|10126|10127|10128|10129|	|50636|	诸葛羽扇	物伤反弹+18.5%/n普通攻击有30%概率提高自身35%护甲，持续5秒	孟获																				185								23136			
|10284|10285|10286|10287|10288|10289|	|50636|	诸葛羽扇	生命+18.5%/n普通攻击有30%概率提高自身20%生命上限，持续10秒	审配								185																				23176			
|8264|8265|8266|8267|8268|8269|	|50637|	诸葛羽扇	攻速+19%/n释放技能有70%概率获得50%的CD缩减效果，持续30秒	荀彧	190																											23266			
|8764|8765|8766|8767|8768|8769|	|50637|	诸葛羽扇	法术穿透+19%/n释放技能对携带周瑜和司马懿的部队造成额外230%伤害	诸葛亮															190													23376			
|8874|8875|8876|8877|8878|8879|	|50637|	诸葛羽扇	攻击+19%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，降低80%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外130%伤害，降低其35点士气；对携带庞统的单位回复30点士气	徐庶							190																					23426			
|9794|9795|9796|9797|9798|9799|	|50637|	诸葛羽扇	攻击+19%/n普通攻击有30%概率使敌方受到的法术伤害增加50%，持续5秒	周瑜							190																					23016			
|10124|10125|10126|10127|10128|10129|	|50637|	诸葛羽扇	物伤反弹+19%/n普通攻击有30%概率提高自身35%护甲，持续5秒	孟获																				190								23136			
|10284|10285|10286|10287|10288|10289|	|50637|	诸葛羽扇	生命+19%/n普通攻击有30%概率提高自身20%生命上限，持续10秒	审配								190																				23176			
|8264|8265|8266|8267|8268|8269|	|50638|	诸葛羽扇	攻速+20%/n释放技能有70%概率获得50%的CD缩减效果，持续30秒	荀彧	200																											23266			
|8764|8765|8766|8767|8768|8769|	|50638|	诸葛羽扇	法术穿透+20%/n释放技能对携带周瑜和司马懿的部队造成额外230%伤害	诸葛亮															200													23376			
|8874|8875|8876|8877|8878|8879|	|50638|	诸葛羽扇	攻击+20%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，降低80%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外130%伤害，降低其35点士气；对携带庞统的单位回复30点士气	徐庶							200																					23426			
|9794|9795|9796|9797|9798|9799|	|50638|	诸葛羽扇	攻击+20%/n普通攻击有30%概率使敌方受到的法术伤害增加50%，持续5秒	周瑜							200																					23016			
|10124|10125|10126|10127|10128|10129|	|50638|	诸葛羽扇	物伤反弹+20%/n普通攻击有30%概率提高自身35%护甲，持续5秒	孟获																				200								23136			
|10284|10285|10286|10287|10288|10289|	|50638|	诸葛羽扇	生命+20%/n普通攻击有30%概率提高自身20%生命上限，持续10秒	审配								200																				23176			
|8264|8265|8266|8267|8268|8269|	|50639|	诸葛羽扇	攻速+25%/n释放技能有80%概率获得50%的CD缩减效果，持续30秒	荀彧	250																											23267			
|8764|8765|8766|8767|8768|8769|	|50639|	诸葛羽扇	法术穿透+25%/n释放技能对携带周瑜和司马懿的部队造成额外260%伤害	诸葛亮															250													23377			
|8874|8875|8876|8877|8878|8879|	|50639|	诸葛羽扇	攻击+25%/n使击杀自身的敌方单位周围5米范围内敌军无法释放技能，降低100%法术抗性，持续5秒；释放技能时，对携带曹仁的部队造成额外150%伤害，降低其40点士气；对携带庞统的单位回复40点士气	徐庶							250																					23427			
|9794|9795|9796|9797|9798|9799|	|50639|	诸葛羽扇	攻击+25%/n普通攻击有35%概率使敌方受到的法术伤害增加55%，持续5秒	周瑜							250																					23017			
|10124|10125|10126|10127|10128|10129|	|50639|	诸葛羽扇	物伤反弹+25%/n普通攻击有35%概率提高自身40%护甲，持续5秒	孟获																				250								23137			
|10284|10285|10286|10287|10288|10289|	|50639|	诸葛羽扇	生命+25%/n普通攻击有35%概率提高自身20%生命上限，持续10秒	审配								250																				23177			
|8294|8295|8296|8297|8298|8299|	|50700|	天书三卷	攻击+0.5%，攻城攻击+0.5%	贾诩							5				5																				
|8774|8775|8776|8777|8778|8779|	|50700|	天书三卷	法术抗性+0.5%	庞统					5																										
|9814|9815|9816|9817|9818|9819|	|50700|	天书三卷	攻击+0.5%，攻城攻击+0.5%	陆逊							5				5																				
|10204|10205|10206|10207|10208|10209|	|50700|	天书三卷	攻击+0.5%，攻城攻击+0.5%	张角							5				5																				
|10254|10255|10256|10257|10258|10259|	|50700|	天书三卷	攻击+0.5%，攻城攻击+0.5%	张宝							5				5																				
|10214|10215|10216|10217|10218|10219|	|50700|	天书三卷	攻击+0.5%，攻城攻击+0.5%	左慈							5				5																				
|10324|10325|10326|10327|10328|10329|	|50700|	天书三卷	回复效果+0.5%	华佗																															5
|8294|8295|8296|8297|8298|8299|	|50701|	天书三卷	攻击+1%，攻城攻击+1%	贾诩							10				10																				
|8774|8775|8776|8777|8778|8779|	|50701|	天书三卷	法术抗性+1%	庞统					10																										
|9814|9815|9816|9817|9818|9819|	|50701|	天书三卷	攻击+1%，攻城攻击+1%	陆逊							10				10																				
|10204|10205|10206|10207|10208|10209|	|50701|	天书三卷	攻击+1%，攻城攻击+1%	张角							10				10																				
|10254|10255|10256|10257|10258|10259|	|50701|	天书三卷	攻击+1%，攻城攻击+1%	张宝							10				10																				
|10214|10215|10216|10217|10218|10219|	|50701|	天书三卷	攻击+1%，攻城攻击+1%	左慈							10				10																				
|10324|10325|10326|10327|10328|10329|	|50701|	天书三卷	回复效果+1%	华佗																															10
|8294|8295|8296|8297|8298|8299|	|50702|	天书三卷	攻击+1.5%，攻城攻击+1.5%	贾诩							15				15																				
|8774|8775|8776|8777|8778|8779|	|50702|	天书三卷	法术抗性+1.5%	庞统					15																										
|9814|9815|9816|9817|9818|9819|	|50702|	天书三卷	攻击+1.5%，攻城攻击+1.5%	陆逊							15				15																				
|10204|10205|10206|10207|10208|10209|	|50702|	天书三卷	攻击+1.5%，攻城攻击+1.5%	张角							15				15																				
|10254|10255|10256|10257|10258|10259|	|50702|	天书三卷	攻击+1.5%，攻城攻击+1.5%	张宝							15				15																				
|10214|10215|10216|10217|10218|10219|	|50702|	天书三卷	攻击+1.5%，攻城攻击+1.5%	左慈							15				15																				
|10324|10325|10326|10327|10328|10329|	|50702|	天书三卷	回复效果+1.5%	华佗																															15
|8294|8295|8296|8297|8298|8299|	|50703|	天书三卷	攻击+2%，攻城攻击+2%	贾诩							20				20																				
|8774|8775|8776|8777|8778|8779|	|50703|	天书三卷	法术抗性+2%	庞统					20																										
|9814|9815|9816|9817|9818|9819|	|50703|	天书三卷	攻击+2%，攻城攻击+2%	陆逊							20				20																				
|10204|10205|10206|10207|10208|10209|	|50703|	天书三卷	攻击+2%，攻城攻击+2%	张角							20				20																				
|10254|10255|10256|10257|10258|10259|	|50703|	天书三卷	攻击+2%，攻城攻击+2%	张宝							20				20																				
|10214|10215|10216|10217|10218|10219|	|50703|	天书三卷	攻击+2%，攻城攻击+2%	左慈							20				20																				
|10324|10325|10326|10327|10328|10329|	|50703|	天书三卷	回复效果+2%	华佗																															20
|8294|8295|8296|8297|8298|8299|	|50704|	天书三卷	攻击+2.5%，攻城攻击+2.5%	贾诩							25				25																				
|8774|8775|8776|8777|8778|8779|	|50704|	天书三卷	法术抗性+2.5%	庞统					25																										
|9814|9815|9816|9817|9818|9819|	|50704|	天书三卷	攻击+2.5%，攻城攻击+2.5%	陆逊							25				25																				
|10204|10205|10206|10207|10208|10209|	|50704|	天书三卷	攻击+2.5%，攻城攻击+2.5%	张角							25				25																				
|10254|10255|10256|10257|10258|10259|	|50704|	天书三卷	攻击+2.5%，攻城攻击+2.5%	张宝							25				25																				
|10214|10215|10216|10217|10218|10219|	|50704|	天书三卷	攻击+2.5%，攻城攻击+2.5%	左慈							25				25																				
|10324|10325|10326|10327|10328|10329|	|50704|	天书三卷	回复效果+2.5%	华佗																															25
|8294|8295|8296|8297|8298|8299|	|50705|	天书三卷	攻击+3%，攻城攻击+3%/n释放技能清除自身不利状态，且回复3%生命	贾诩							30				30																	23280			
|8774|8775|8776|8777|8778|8779|	|50705|	天书三卷	法术抗性+3%/n当血量低于10%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为90秒	庞统					30																							23380			
|9814|9815|9816|9817|9818|9819|	|50705|	天书三卷	攻击+3%，攻城攻击+3%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外30%伤害	陆逊							30				30																	23090			
|10204|10205|10206|10207|10208|10209|	|50705|	天书三卷	攻击+3%，攻城攻击+3%/n释放技能对被张宝变小的单位造成额外50%的伤害	张角							30				30																	23400			
|10254|10255|10256|10257|10258|10259|	|50705|	天书三卷	攻击+3%，攻城攻击+3%/n普通攻击对移速高于自身的单位造成额外20%的伤害	张宝							30				30																	23160			
|10214|10215|10216|10217|10218|10219|	|50705|	天书三卷	攻击+3%，攻城攻击+3%/n普通攻击有10%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							30				30																	23180			
|10324|10325|10326|10327|10328|10329|	|50705|	天书三卷	回复效果+3%/n释放技能有30%概率提高周围8米范围内友方单位10%护甲和10%移速，持续5秒	华佗																												23450			30
|8294|8295|8296|8297|8298|8299|	|50706|	天书三卷	攻击+3.5%，攻城攻击+3.5%/n释放技能清除自身不利状态，且回复3%生命	贾诩							35				35																	23280			
|8774|8775|8776|8777|8778|8779|	|50706|	天书三卷	法术抗性+3.5%/n当血量低于10%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为90秒	庞统					35																							23380			
|9814|9815|9816|9817|9818|9819|	|50706|	天书三卷	攻击+3.5%，攻城攻击+3.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外30%伤害	陆逊							35				35																	23090			
|10204|10205|10206|10207|10208|10209|	|50706|	天书三卷	攻击+3.5%，攻城攻击+3.5%/n释放技能对被张宝变小的单位造成额外50%的伤害	张角							35				35																	23400			
|10254|10255|10256|10257|10258|10259|	|50706|	天书三卷	攻击+3.5%，攻城攻击+3.5%/n普通攻击对移速高于自身的单位造成额外20%的伤害	张宝							35				35																	23160			
|10214|10215|10216|10217|10218|10219|	|50706|	天书三卷	攻击+3.5%，攻城攻击+3.5%/n普通攻击有10%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							35				35																	23180			
|10324|10325|10326|10327|10328|10329|	|50706|	天书三卷	回复效果+3.5%/n释放技能有30%概率提高周围8米范围内友方单位10%护甲和10%移速，持续5秒	华佗																												23450			35
|8294|8295|8296|8297|8298|8299|	|50707|	天书三卷	攻击+4%，攻城攻击+4%/n释放技能清除自身不利状态，且回复3%生命	贾诩							40				40																	23280			
|8774|8775|8776|8777|8778|8779|	|50707|	天书三卷	法术抗性+4%/n当血量低于10%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为90秒	庞统					40																							23380			
|9814|9815|9816|9817|9818|9819|	|50707|	天书三卷	攻击+4%，攻城攻击+4%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外30%伤害	陆逊							40				40																	23090			
|10204|10205|10206|10207|10208|10209|	|50707|	天书三卷	攻击+4%，攻城攻击+4%/n释放技能对被张宝变小的单位造成额外50%的伤害	张角							40				40																	23400			
|10254|10255|10256|10257|10258|10259|	|50707|	天书三卷	攻击+4%，攻城攻击+4%/n普通攻击对移速高于自身的单位造成额外20%的伤害	张宝							40				40																	23160			
|10214|10215|10216|10217|10218|10219|	|50707|	天书三卷	攻击+4%，攻城攻击+4%/n普通攻击有10%的概率提高自身30%普通攻击和攻城攻击，持续10秒	左慈							40				40																	23180			
|10324|10325|10326|10327|10328|10329|	|50707|	天书三卷	回复效果+4%/n释放技能有30%概率提高周围8米范围内友方单位10%护甲和10%移速，持续5秒	华佗																												23450			40
|8294|8295|8296|8297|8298|8299|	|50708|	天书三卷	攻击+4.5%，攻城攻击+4.5%/n释放技能清除自身不利状态，且回复3%生命	贾诩							45				45																	23280			
|8774|8775|8776|8777|8778|8779|	|50708|	天书三卷	法术抗性+4.5%/n当血量低于10%时，普通攻击有5%概率回复100%生命，该效果内置冷却时间为90秒	庞统					45																							23380			
|9814|9815|9816|9817|9818|9819|	|50708|	天书三卷	攻击+4.5%，攻城攻击+4.5%/n使木兽井阑的普通攻击对施加了火焰印记的单位造成额外30%伤害	陆逊							45				45																	23090			
|10204|10205|10206|10207|10208|10209|	|50708|	天书三卷	攻击+4.5%，攻城攻击+4.5%/n释放技能对被张宝变小的单位造成额外50%的伤害	张角							45				45																	23400			
|10254|10255|10256|10257|10258|10259|	|50708|	天书三卷	攻击+4.5%，攻城攻击+4.5%/n普通攻击对移速高于自身的单位造成额外20%的伤害	张宝							45				45																	23160			
