BufID	BufferIcon	Buffer描述	BufferTime	Buf类型	备注	abstractid
17507|3	UI_Buff_XuWu.img	虚无，法术抗性降低35%	4.5	1	于吉3	28233
17507|4	UI_Buff_XuWu.img	虚无，法术抗性降低40%	5	1	于吉4	28234
17507|5	UI_Buff_XuWu.img	虚无，法术抗性降低45%	5.5	1	于吉5	28235
17507|6	UI_Buff_XuWu.img	虚无，法术抗性降低50%	6	1	于吉6	28236
17507|7	UI_Buff_XuWu.img	虚无，法术抗性降低55%	6.5	1	于吉7	28237
17507|8	UI_Buff_XuWu.img	虚无，法术抗性降低60%	7	1	于吉8	28238
17507|9	UI_Buff_XuWu.img	虚无，法术抗性降低65%	8	1	于吉9	28239
17513|0	UI_Buff_ZengJiaGongJiLi.img	每层2%普通攻击	0	0	张梁0	28280
17513|1	UI_Buff_ZengJiaGongJiLi.img	每层4%普通攻击	0	0	张梁1	28281
17513|2	UI_Buff_ZengJiaGongJiLi.img	每层6%普通攻击	0	0	张梁2	28282
17513|3	UI_Buff_ZengJiaGongJiLi.img	每层8%普通攻击	0	0	张梁3	28283
17513|4	UI_Buff_ZengJiaGongJiLi.img	每层10%普通攻击	0	0	张梁4	28284
17513|5	UI_Buff_ZengJiaGongJiLi.img	"每层10.5%普通攻击,2%攻速"	0	0	张梁5	28285
17513|6	UI_Buff_ZengJiaGongJiLi.img	"每层11%普通攻击,4%攻速"	0	0	张梁6	28286
17513|7	UI_Buff_ZengJiaGongJiLi.img	"每层11.5%普通攻击,6%攻速"	0	0	张梁7	28287
17513|8	UI_Buff_ZengJiaGongJiLi.img	"每层12%普通攻击,8%攻速"	0	0	张梁8	28288
17513|9	UI_Buff_ZengJiaGongJiLi.img	"每层13%普通攻击,10%攻速"	0	0	张梁9	28289
19002|0	UI_Buff_JiangDiHuJia.img	护甲降低30%	3	1	张牛角5	28245
19002|1	UI_Buff_JiangDiHuJia.img	护甲降低40%	3	1	张牛角6	28246
19002|2	UI_Buff_JiangDiHuJia.img	护甲降低50%	3	1	张牛角7	28247
19002|3	UI_Buff_JiangDiHuJia.img	护甲降低60%	3	1	张牛角8	28248
19002|4	UI_Buff_JiangDiHuJia.img	护甲降低70%	3	1	张牛角9	28249
19003|0	UI_Buff_ZengJiaGongSu.img	攻速增加30%	5	0	张牛角0	28240
19003|1	UI_Buff_ZengJiaGongSu.img	攻速增加35%	5	0	张牛角1	28241
19003|2	UI_Buff_ZengJiaGongSu.img	攻速增加40%	5	0	张牛角2	28242
19003|3	UI_Buff_ZengJiaGongSu.img	攻速增加45%	5	0	张牛角3	28243
19003|4	UI_Buff_ZengJiaGongSu.img	攻速增加50%	5	0	张牛角4	28244
19003|5	UI_Buff_ZengJiaGongSu.img	攻速增加55%	5	0	张牛角5	28245
19003|6	UI_Buff_ZengJiaGongSu.img	攻速增加60%	5	0	张牛角6	28246
19003|7	UI_Buff_ZengJiaGongSu.img	攻速增加65%	5	0	张牛角7	28247
19003|8	UI_Buff_ZengJiaGongSu.img	攻速增加70%	5	0	张牛角8	28248
19003|9	UI_Buff_ZengJiaGongSu.img	攻速增加80%	5	0	张牛角9	28249
17508|0	UI_Buff_XuWu.img	妖术，失去攻击能力	1	1	张宝0	28250
17508|1	UI_Buff_XuWu.img	妖术，失去攻击能力	2	1	张宝1	28251
17508|2	UI_Buff_XuWu.img	妖术，失去攻击能力	3	1	张宝2	28252
17508|3	UI_Buff_XuWu.img	妖术，失去攻击能力	4	1	张宝3	28253
17508|4	UI_Buff_XuWu.img	妖术，失去攻击能力	5	1	张宝4	28254
17508|5	UI_Buff_XuWu.img	妖术，失去攻击能力	5	1	张宝5	28255
17508|6	UI_Buff_XuWu.img	妖术，失去攻击能力	5	1	张宝6	28256
17508|7	UI_Buff_XuWu.img	妖术，失去攻击能力	5	1	张宝7	28257
17508|8	UI_Buff_XuWu.img	妖术，失去攻击能力	5	1	张宝8	28258
17508|9	UI_Buff_XuWu.img	妖术，失去攻击能力	6	1	张宝9	28259
17509|0	UI_Buff_JiangDiGongSu.img	攻击速度降低10%	5	0	阿会喃0	28260
17509|1	UI_Buff_JiangDiGongSu.img	攻击速度降低20%	5	0	阿会喃1	28261
17509|2	UI_Buff_JiangDiGongSu.img	攻击速度降低30%	5	0	阿会喃2	28262
17509|3	UI_Buff_JiangDiGongSu.img	攻击速度降低40%	5	0	阿会喃3	28263
17509|4	UI_Buff_JiangDiGongSu.img	攻击速度降低50%	5	0	阿会喃4	28264
17509|5	UI_Buff_JiangDiGongSu.img	攻击速度降低60%	5	0	阿会喃5	28265
17509|6	UI_Buff_JiangDiGongSu.img	攻击速度降低70%	5	0	阿会喃6	28266
17509|7	UI_Buff_JiangDiGongSu.img	攻击速度降低80%	5	0	阿会喃7	28267
17509|8	UI_Buff_JiangDiGongSu.img	攻击速度降低90%	5	0	阿会喃8	28268
17509|9	UI_Buff_JiangDiGongSu.img	攻击速度降低100%	5	0	阿会喃9	28269
1016|0	UI_Buff_BaoJi.img	增加100%基础暴击	5	2	马超5	
1017|0	UI_Buff_BaoJi.img	增加200%基础暴击	6	2	马超6	
1018|0	UI_Buff_BaoJi.img	增加300%基础暴击	7	2	马超7	
1019|0	UI_Buff_BaoJi.img	增加450%基础暴击	8	2	马超8	
1020|0	UI_Buff_BaoJi.img	增加600%基础暴击	9	2	马超9	
103|0	UI_Buff_ZengJiaGongJiLi.img	攻击提高10%	30			
104|0	UI_Buff_ZengJiaGongSu.img	攻击提高30%	30			
105|0	UI_Buff_HuoGong.img	攻击提高30%、攻速提高30%	30			
1050|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加5%攻击	5	2	审配4	
1051|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加6%攻击	5	2	审配5	
1052|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加7%攻击	5	2	审配6	
1053|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加8%攻击	5	2	审配7	
1054|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加9%攻击	5	2	审配8	
1055|0	UI_Buff_ZengJiaGongJiLi.img	审配光环，增加10%攻击	5	2	审配9	
106|0	UI_Buff_LongDan.img	攻击提高50%、攻速提高50%	30			
12510|0	UI_Buff_WuLiChuanTou.img	弓兵穿透10%，步兵5%生命上限，骑兵10%攻击，器械10%攻速	5	2	姜维0	
12510|1	UI_Buff_WuLiChuanTou.img	弓兵穿透20%，步兵10%生命上限，骑兵20%攻击，器械20%攻速	5	2	姜维1	
12510|2	UI_Buff_WuLiChuanTou.img	弓兵穿透30%，步兵15%生命上限，骑兵30%攻击，器械30%攻速	5	2	姜维2	
12510|3	UI_Buff_WuLiChuanTou.img	弓兵穿透40%，步兵20%生命上限，骑兵40%攻击，器械40%攻速	5	2	姜维3	
12510|4	UI_Buff_WuLiChuanTou.img	弓兵穿透50%，步兵25%生命上限，骑兵50%攻击，器械50%攻速	5	2	姜维4	
12510|5	UI_Buff_WuLiChuanTou.img	弓兵穿透55%，步兵27.5%生命上限，骑兵55%攻击，器械55%攻速	5.5	2	姜维5	
12510|6	UI_Buff_WuLiChuanTou.img	弓兵穿透60%，步兵30%生命上限，骑兵60%攻击，器械60%攻速	6	2	姜维6	
12510|7	UI_Buff_WuLiChuanTou.img	弓兵穿透65%，步兵32.5%生命上限，骑兵70%攻击，器械65%攻速	6.5	2	姜维7	
12510|8	UI_Buff_WuLiChuanTou.img	弓兵穿透70%，步兵35%生命上限，骑兵75%攻击，器械70%攻速	7	2	姜维8	
12510|9	UI_Buff_WuLiChuanTou.img	弓兵穿透80%，步兵40%生命上限，骑兵80%攻击，器械80%攻速	8	2	姜维9	
15|0	UI_Buff_ZengJiaYiSu.img	移速增加10%	3			
15013|5	UI_Buff_CDSuoJian.img	每层2%CD缩减	15	0	大乔5	
15013|6	UI_Buff_CDSuoJian.img	每层3%CD缩减	17	0	大乔6	
15013|7	UI_Buff_CDSuoJian.img	每层4%CD缩减	19	0	大乔7	
15013|8	UI_Buff_CDSuoJian.img	每层5%CD缩减	21	0	大乔8	
15013|9	UI_Buff_CDSuoJian.img	每层6%CD缩减	25	0	大乔9	
16|0	UI_Buff_ZengJiaYiSu.img	移速增加20%	3			
17514|0	UI_Buff_BaoJi.img	增加50%基础暴击	5	0	麹义0	
17514|1	UI_Buff_BaoJi.img	每层增加50%基础暴击	6	0	麹义1	
17514|2	UI_Buff_BaoJi.img	每层增加50%基础暴击	7	0	麹义2	
17514|3	UI_Buff_BaoJi.img	每层增加50%基础暴击	8	0	麹义3	
17514|4	UI_Buff_BaoJi.img	每层增加50%基础暴击	9	0	麹义4	
17514|5	UI_Buff_BaoJi.img	每层增加50%基础暴击	10	0	麹义5	
17514|6	UI_Buff_BaoJi.img	每层增加50%基础暴击	11	0	麹义6	
17514|7	UI_Buff_BaoJi.img	每层增加50%基础暴击	12	0	麹义7	
17514|8	UI_Buff_BaoJi.img	每层增加50%基础暴击	13	0	麹义8	
17514|9	UI_Buff_BaoJi.img	每层增加50%基础暴击	15	0	麹义9	
17520|0	UI_Buff_GeDang.img	降低30%护甲和基础格挡	5	1	潘凤0	
17520|1	UI_Buff_GeDang.img	降低40%护甲和基础格挡	5	1	潘凤1	
17520|2	UI_Buff_GeDang.img	降低50%护甲和基础格挡	5	1	潘凤2	
17520|3	UI_Buff_GeDang.img	降低60%护甲和基础格挡	5	1	潘凤3	
17520|4	UI_Buff_GeDang.img	降低70%护甲和基础格挡	5	1	潘凤4	
17520|5	UI_Buff_GeDang.img	降低75%护甲和基础格挡	5	1	潘凤5	
17520|6	UI_Buff_GeDang.img	降低80%护甲和基础格挡	5	1	潘凤6	
17520|7	UI_Buff_GeDang.img	降低85%护甲和基础格挡	5	1	潘凤7	
17520|8	UI_Buff_GeDang.img	降低90%护甲和基础格挡	5	1	潘凤8	
17520|9	UI_Buff_GeDang.img	降低100%护甲和基础格挡	5	1	潘凤9	
17521|0	UI_Buff_BaoJiJian.img	攻击附带0.5*护甲*当前兵力的额外伤害	12	2	潘凤5	
17521|1	UI_Buff_BaoJiJian.img	攻击附带0.8*护甲*当前兵力的额外伤害	12	2	潘凤6	
17521|2	UI_Buff_BaoJiJian.img	攻击附带1.1*护甲*当前兵力的额外伤害	12	2	潘凤7	
17521|3	UI_Buff_BaoJiJian.img	攻击附带1.4*护甲*当前兵力的额外伤害	12	2	潘凤8	
17521|4	UI_Buff_BaoJiJian.img	攻击附带2*护甲*当前兵力的额外伤害	12	2	潘凤9	
17522|0	UI_Buff_XiShouShangHai.img	每秒回复1%已损失血量	5	2	华佗0	
17522|1	UI_Buff_XiShouShangHai.img	每秒回复2%已损失血量	5	2	华佗1	
17522|2	UI_Buff_XiShouShangHai.img	每秒回复3%已损失血量	5	2	华佗2	
17522|3	UI_Buff_XiShouShangHai.img	每秒回复4%已损失血量	5	2	华佗3	
17522|4	UI_Buff_XiShouShangHai.img	每秒回复5%已损失血量	5	2	华佗4	
17522|5	UI_Buff_XiShouShangHai.img	每秒回复6%已损失血量和1点士气	5	2	华佗5	
17522|6	UI_Buff_XiShouShangHai.img	每秒回复7%已损失血量和2点士气	5	2	华佗6	
17522|7	UI_Buff_XiShouShangHai.img	每秒回复8%已损失血量和3点士气	5	2	华佗7	
17522|8	UI_Buff_XiShouShangHai.img	每秒回复9%已损失血量和4点士气	5	2	华佗8	
17522|9	UI_Buff_XiShouShangHai.img	每秒回复11%已损失血量和6点士气	5	2	华佗9	
20007|0	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	15	2	贾诩10	
20007|1	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	16	2	贾诩11	
20007|2	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	17	2	贾诩12	
20007|3	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	18	2	贾诩13	
20007|4	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	19	2	贾诩14	
20007|5	UI_Buff_FaShuChuanTou.img	每层10%攻击和法术穿透	20	2	贾诩15	
21503|0	UI_Buff_ZengJiaGongJiLi.img	每层5%普通攻击和3%攻速	0	0	牛金0	
21503|1	UI_Buff_ZengJiaGongJiLi.img	每层5%普通攻击和3%攻速	0	0	牛金1	
21503|2	UI_Buff_ZengJiaGongJiLi.img	每层6%普通攻击和3%攻速	0	0	牛金2	
21503|3	UI_Buff_ZengJiaGongJiLi.img	每层7%普通攻击和3%攻速	0	0	牛金3	
21503|4	UI_Buff_ZengJiaGongJiLi.img	每层8%普通攻击和4%攻速	0	0	牛金4	
21503|5	UI_Buff_ZengJiaGongJiLi.img	每层9%普通攻击和5%攻速	0	0	牛金5	
21503|6	UI_Buff_ZengJiaGongJiLi.img	每层10%普通攻击和6%攻速	0	0	牛金6	
21503|7	UI_Buff_ZengJiaGongJiLi.img	每层11%普通攻击和7%攻速	0	0	牛金7	
21503|8	UI_Buff_ZengJiaGongJiLi.img	每层12%普通攻击和8%攻速	0	0	牛金8	
21503|9	UI_Buff_ZengJiaGongJiLi.img	每层15%普通攻击和10%攻速	0	0	牛金9	
21504|0	UI_Buff_ZengJiaHuJia.img	提高30%护甲	0	0	牛金5	
21504|1	UI_Buff_ZengJiaHuJia.img	提高40%护甲	0	0	牛金6	
21504|2	UI_Buff_ZengJiaHuJia.img	提高50%护甲	0	0	牛金7	
21504|3	UI_Buff_ZengJiaHuJia.img	提高60%护甲	0	0	牛金8	
21504|4	UI_Buff_ZengJiaHuJia.img	提高70%护甲	0	0	牛金9	
21511|0	UI_Buff_ZengJiaGongSu.img	提高30%攻速和5%物理吸血	0	5	曹彰5	
21511|1	UI_Buff_ZengJiaGongSu.img	提高40%攻速和10%物理吸血	0	5	曹彰6	
21511|2	UI_Buff_ZengJiaGongSu.img	提高50%攻速和15%物理吸血	0	5	曹彰7	
21511|3	UI_Buff_ZengJiaGongSu.img	提高60%攻速和20%物理吸血	0	5	曹彰8	
21511|4	UI_Buff_ZengJiaGongSu.img	提高80%攻速和30%物理吸血	0	5	曹彰9	
22509|0	UI_Buff_JiangDiGongSu.img	降低15%攻速	2	1	王平0	
22509|1	UI_Buff_JiangDiGongSu.img	降低20%攻速	2	1	王平1	
22509|2	UI_Buff_JiangDiGongSu.img	降低25%攻速	2	1	王平2	
22509|3	UI_Buff_JiangDiGongSu.img	降低30%攻速	2	1	王平3	
22509|4	UI_Buff_JiangDiGongSu.img	降低35%攻速	2	1	王平4	
22509|5	UI_Buff_JiangDiGongSu.img	降低40%攻速	2	1	王平5	
22509|6	UI_Buff_JiangDiGongSu.img	降低45%攻速	2	1	王平6	
22509|7	UI_Buff_JiangDiGongSu.img	降低50%攻速	2	1	王平7	
22509|8	UI_Buff_JiangDiGongSu.img	降低55%攻速	2	1	王平8	
22509|9	UI_Buff_JiangDiGongSu.img	降低60%攻速	2	1	王平9	
22510|0	UI_Buff_CDSuoJian.img	每层5%CD缩减	15	2	姜维10	
22510|1	UI_Buff_CDSuoJian.img	每层5%CD缩减	16	2	姜维11	
22510|2	UI_Buff_CDSuoJian.img	每层5%CD缩减	17	2	姜维12	
22510|3	UI_Buff_CDSuoJian.img	每层5%CD缩减	18	2	姜维13	
22510|4	UI_Buff_CDSuoJian.img	每层5%CD缩减	19	2	姜维14	
22510|5	UI_Buff_CDSuoJian.img	每层5%CD缩减	20	2	姜维15	
22520|0	UI_Buff_BaoJi.img	增加15%攻击、30%基础暴击值	3	0	刘禅0	
22520|1	UI_Buff_BaoJi.img	增加16%攻击、35%基础暴击值	3.5	0	刘禅1	
22520|2	UI_Buff_BaoJi.img	增加17%攻击、40%基础暴击值	4	0	刘禅2	
22520|3	UI_Buff_BaoJi.img	增加18%攻击、45%基础暴击值	4.5	0	刘禅3	
22520|4	UI_Buff_BaoJi.img	增加19%攻击、50%基础暴击值	5	0	刘禅4	
22520|5	UI_Buff_BaoJi.img	每层增加20%攻击、50%基础暴击值	6	0	刘禅5	
22520|6	UI_Buff_BaoJi.img	每层增加22%攻击、50%基础暴击值	7	0	刘禅6	
22520|7	UI_Buff_BaoJi.img	每层增加24%攻击、50%基础暴击值	8	0	刘禅7	
22520|8	UI_Buff_BaoJi.img	每层增加26%攻击、50%基础暴击值	9	0	刘禅8	
22520|9	UI_Buff_BaoJi.img	每层增加28%攻击、50%基础暴击值	10	0	刘禅9	
22522|0	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	3	0	关兴0	
22522|1	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	4	0	关兴1	
22522|2	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	5	0	关兴2	
22522|3	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	6	0	关兴3	
22522|4	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	7	0	关兴4	
22522|5	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	8	0	关兴5	
22522|6	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	9	0	关兴6	
22522|7	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	10	0	关兴7	
22522|8	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	11	0	关兴8	
22522|9	UI_Buff_BaoJi.img	增加100%暴击和30%攻击	12	0	关兴9	
27511|0	UI_Buff_ZengJiaGongJiLi.img	5%攻击光环，范围10米	8	2	审配4	
27511|1	UI_Buff_ZengJiaGongJiLi.img	6%攻击光环，范围10米	10	2	审配5	
27511|2	UI_Buff_ZengJiaGongJiLi.img	7%攻击光环，范围10米	12	2	审配6	
27511|3	UI_Buff_ZengJiaGongJiLi.img	8%攻击光环，范围10米	14	2	审配7	
27511|4	UI_Buff_ZengJiaGongJiLi.img	9%攻击光环，范围10米	16	2	审配8	
27511|5	UI_Buff_ZengJiaGongJiLi.img	10%攻击光环，范围10米	18	2	审配9	
30005|0	UI_Buff_JiangDiGongJiLi.img	攻击力减少50%	10	1	名将之路	
30006|0	UI_Buff_JiaSu.img	移动速度减少50%	10	1	名将之路	
30007|0	UI_Buff_XuanYun.img	眩晕	10	1	名将之路	
30008|0	UI_Buff_ZengJiaGongJiLi.img	增加友军攻击力+吸血	10	0	名将之路	
30009|0	UI_Buff_XuanYun.img	眩晕	5	1	名将之路	
32|0	UI_Buff_ZengJiaGongJiLi.img	"提升30%攻防属性,提升士气100点"		1	击杀郭汜	
35|0	UI_Buff_ZengJiaGongJiLi.img	提升100%攻击	60	0		
36|0	UI_Buff_JiaSu.img	减少50%攻击		1		
37|0	UI_Buff_ZengJiaHuJia.img	护甲提高100%		0		
38|0				5		
39|0				5		
512|0		鼓舞光环，提升5%攻击力		5		
515|0	UI_Buff_ZengJiaYiSu.img	增加自身4米范围内器械20%移动速度，每0.5秒生效一次	0	5		
615|0	UI_Buff_ZengJiaYiSu.img	增加30%移动速度	3	5		
617|0	UI_Buff_ZengJiaGongJiLi.img	增加50%攻击力	10	5		
618|0	UI_Buff_ZengJiaYiSu.img	增加自身4米范围内步兵10%移动速度，每0.5秒生效一次	0	5		
619|0	UI_Buff_ZengJiaGongSu.img	增加50%攻击速度	10	5		
620|0	UI_Buff_GuWu.img	每秒增加2点士气	0	5		
621|0	UI_Buff_JiNengMianYi.img	法术免疫	5	5		
625|0	UI_Buff_DingShen.img	定身	1.5	1		
79|0	UI_Buff_LiuXue.img	每两秒受到一次伤害	2	1		
80|0	UI_Buff_LiuXue.img	每两秒受到一次伤害	3	1		
1100|0	UI_Buff_BaoJi.img	基础暴击提高50%	5	0	马忠0	
1101|0	UI_Buff_BaoJi.img	基础暴击提高80%	6	0	马忠1	
1102|0	UI_Buff_BaoJi.img	基础暴击提高110%	7	0	马忠2	
1103|0	UI_Buff_BaoJi.img	基础暴击提高140%	8	0	马忠3	
1104|0	UI_Buff_BaoJi.img	基础暴击提高170%	9	0	马忠4	
1105|0	UI_Buff_BaoJi.img	基础暴击提高200%，暴击伤害提高20%	10	0	马忠5	
1106|0	UI_Buff_BaoJi.img	基础暴击提高230%，暴击伤害提高25%	11	0	马忠6	
1107|0	UI_Buff_BaoJi.img	基础暴击提高260%，暴击伤害提高30%	12	0	马忠7	
1108|0	UI_Buff_BaoJi.img	基础暴击提高290%，暴击伤害提高35%	13	0	马忠8	
1109|0	UI_Buff_BaoJi.img	基础暴击提高350%，暴击伤害提高40%	15	0	马忠9	
550|0	UI_Buff_JiaSu.img	速度降低50%	5	1	碧水滔天	
551|0	UI_Buff_LiuXue.img	每秒损失5%现有兵力	10	1	掠如火	
552|0	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击和攻速	8	0	无双	
553|0	UI_Buff_WuLiXiXue.img	增加10%物理吸血	5	0	嗜血	
554|0	UI_Buff_XuanYun.img	眩晕	4	1	横扫千军	
110|0	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	90	5	战场buff	
111|0	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击，100%攻速	90	5	战场buff	
112|0	UI_Buff_ZengJiaGongJiLi.img	"增加200%攻击,500%基础暴击"	90	5	战场buff	
113|0	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击，每3秒+10士气	90	5	战场buff	
114|0	UI_Buff_JiaSu.img	增加100%攻速	90	5	战场buff	
115|0	UI_Buff_ZengJiaGongJiLi.img	增加50%攻击，持续90秒	90	5	战场buff	
120|0	UI_Buff_ZengJiaGongJiLi.img	增加10%攻击，持续180秒	180	5	战场buff	
121|0	UI_Buff_JiaSu.img	增加15%攻速，持续180秒	180	5	战场buff	
122|0	UI_Buff_HuiFuShengMing.img	增加10%生命，持续180秒	180	5	战场buff	
123|0	UI_Buff_GuWu.img	每5秒增加2点士气，持续180秒	180	5	战场buff	
23000|0	UI_Buff_ZengJiaGongJiLi.img	增加10%攻击	5	4	孙策神器0	
23000|1	UI_Buff_ZengJiaGongJiLi.img	增加15%攻击	6	4	孙策神器1	
23000|2	UI_Buff_ZengJiaGongJiLi.img	增加20%攻击	7	4	孙策神器2	
23000|3	UI_Buff_ZengJiaGongJiLi.img	增加25%攻击	8	4	孙策神器3	
23000|4	UI_Buff_ZengJiaGongJiLi.img	增加30%攻击	9	4	孙策神器4	
23000|5	UI_Buff_ZengJiaGongJiLi.img	增加35%攻击	10	4	孙策神器5	
23000|6	UI_Buff_ZengJiaGongJiLi.img	增加40%攻击	12	4	孙策神器6	
23000|7	UI_Buff_ZengJiaGongJiLi.img	增加45%攻击	14	4	孙策神器7	
23010|0	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加20%	5	1	周瑜神器0	
23010|1	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加25%	5	1	周瑜神器1	
23010|2	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加30%	5	1	周瑜神器2	
23010|3	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加35%	5	1	周瑜神器3	
23010|4	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加40%	5	1	周瑜神器4	
23010|5	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加45%	5	1	周瑜神器5	
23010|6	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加50%	5	1	周瑜神器6	
23010|7	UI_Buff_FaShangJiaCheng.img	受到的法术伤害增加55%	5	1	周瑜神器7	
23020|0	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器0	
23020|1	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器1	
23020|2	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器2	
23020|3	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器3	
23020|4	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器4	
23020|5	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器5	
23020|6	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器6	
23020|7	UI_Buff_ZengJiaGongJiLi.img	增加100%攻击	5	4	周泰神器7	
23040|0	UI_Buff_ZengJiaGongJiLi.img	增加20%攻击	5	4	沈莹神器0	
23040|1	UI_Buff_ZengJiaGongJiLi.img	增加25%攻击	5	4	沈莹神器1	
23040|2	UI_Buff_ZengJiaGongJiLi.img	增加30%攻击	5	4	沈莹神器2	
23040|3	UI_Buff_ZengJiaGongJiLi.img	增加35%攻击	5	4	沈莹神器3	
23040|4	UI_Buff_ZengJiaGongJiLi.img	增加40%攻击	5	4	沈莹神器4	
23040|5	UI_Buff_ZengJiaGongJiLi.img	增加50%攻击	5	4	沈莹神器5	
23040|6	UI_Buff_ZengJiaGongJiLi.img	增加60%攻击	5	4	沈莹神器6	
23040|7	UI_Buff_ZengJiaGongJiLi.img	增加70%攻击	5	4	沈莹神器7	
23060|0	UI_Buff_ChenMo.img	无法释放技能	1	1	孙尚香神器0	
23060|1	UI_Buff_ChenMo.img	无法释放技能	1.5	1	孙尚香神器1	
23060|2	UI_Buff_ChenMo.img	无法释放技能	2	1	孙尚香神器2	
23060|3	UI_Buff_ChenMo.img	无法释放技能	2.5	1	孙尚香神器3	
23060|4	UI_Buff_ChenMo.img	无法释放技能	3	1	孙尚香神器4	
23060|5	UI_Buff_ChenMo.img	无法释放技能	4	1	孙尚香神器5	
23060|6	UI_Buff_ChenMo.img	无法释放技能	5	1	孙尚香神器6	
23060|7	UI_Buff_ChenMo.img	无法释放技能	6	1	孙尚香神器7	
23070|0	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器0	
23070|1	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器1	
23070|2	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器2	
23070|3	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器3	
23070|4	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器4	
23070|5	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器5	
23070|6	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器6	
23070|7	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	太史慈神器7	
23100|0	UI_Buff_FuJiaShangHai.img	生命上限降低10%	5	1	董卓神器0	
23100|1	UI_Buff_FuJiaShangHai.img	生命上限降低15%	5	1	董卓神器1	
23100|2	UI_Buff_FuJiaShangHai.img	生命上限降低20%	5	1	董卓神器2	
23100|3	UI_Buff_FuJiaShangHai.img	生命上限降低25%	5	1	董卓神器3	
23100|4	UI_Buff_FuJiaShangHai.img	生命上限降低30%	5	1	董卓神器4	
23100|5	UI_Buff_FuJiaShangHai.img	生命上限降低35%	5	1	董卓神器5	
23100|6	UI_Buff_FuJiaShangHai.img	生命上限降低40%	5	1	董卓神器6	
23100|7	UI_Buff_FuJiaShangHai.img	生命上限降低45%	5	1	董卓神器7	
23110|0	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器0	
23110|1	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器1	
23110|2	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器2	
23110|3	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器3	
23110|4	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器4	
23110|5	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器5	
23110|6	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器6	
23110|7	UI_Buff_ZengJiaGongSu.img	增加50%攻速	8	4	颜良神器7	
23120|0	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器0	
23120|1	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器1	
23120|2	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器2	
